timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Дождь (незамерзающий) сильный с перерывами,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,В окрестности станции местами туман,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Изменение количества облаков неизвестно,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Морось с дождем слабая,Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Гроза, дождь со снегом слабые","Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) умеренная с перерывами,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно)
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,,,,,,,,,,,,,65.7,,,1.4,западный,,,,,3.0,,,0,,,,,,,,,,10.0,740.0,,,,7.3,,,,,,6.0,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,,,,,,,,,,,,,,46.5,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,740.0,,,,10.6,,,,,,7.0,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,,,,,,,,,,,,,,,33.6,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,739.0,,,,12.7,,,,,,7.0,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,10.0,,,,,,True,,,,,,,31.0,,,,юго-западный,,,,,2.0,,,менее 0.1,,,,,,,,,,10.0,739.0,,,,12.6,,,,,,7.0,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,,,,,,,,,,,,,51.1,,,,западный,,,,14.1,1.0,,,менее 0.1,,,True,,,,,,,10.0,738.0,,,,9.4,,,,,,9.0,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,,,,66.0,,,,юго-западный,,,,,1.0,,,,,,,,,,,,,10.0,738.0,,,,6.8,,,,,,9.0,
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,,,,71.4,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,737.0,,,,6.4,,,,,,9.0,
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,,,,,,,,,,,,,70.1,,,5.4,,,,,,0.0,,,0,,,,,менее 0.1,,,,,10.0,737.0,,,,7.5,,,,,,2.0,
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,,,,,,,,,,,,,37.5,,,5.4,юго-восточный,,,,,2.0,,,0,,,,,,,,,,10.0,736.0,,,,12.5,,,,,,1.0,
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,,,,,34.4,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,13.6,,,,,,7.0,
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,,,,,28.3,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,735.0,,,,14.9,,,,,,7.0,
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,,,,,,,,,,,,,65.6,,,,западный,,,,,3.0,,True,менее 0.1,,,,,,,,,,10.0,736.0,,,,9.3,,,,,,10.0,
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,,,,,,,,,,,,,88.9,,,,западный,,,,15.9,1.0,,,1,,,,,,,,,,10.0,736.0,,,,6.3,,,,True,,6.0,
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,,,,,,,,,,88.7,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,4.4,,,,,,10.0,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,,,,90.6,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,3.8,,,,,,10.0,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,,,,,,,,,,,,,90.6,,,3.3,западный,,,,,2.0,,,1,,,,,1,,,,,10.0,736.0,,,,3.9,,,,,,10.0,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,,,,,,,,,,,,,,,83.9,,,3.3,западный,,,,,2.0,,,0.3,,,,,,,,,,10.0,737.0,,,,5.0,,,,True,,10.0,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,,,,50.7,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,9.4,,,,,,6.0,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,,,,,,,,,,,,,,,44.0,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,10.2,,,,,,5.0,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,,,,,,,,,,,,,58.5,,,,северо-западный,,,,,1.0,,,1,,,,,,,,,,10.0,738.0,,,,8.9,,,,True,,5.0,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,,,,,,,,,,,,,68.3,,,,,,,,11.8,0.0,,,1,,,,,,,,,,10.0,738.0,,,,6.1,,,,,,1.0,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,,,,85.5,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,739.0,,,,3.4,,,,,,0.0,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,,,,92.4,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,739.0,,,,1.9,,,,,,0.0,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,,,,,,,,,,,,,95.8,,,0.7,западный,,,,,1.0,,,0,,,,,1,,,,,10.0,739.0,,,,2.4,,,,,,2.0,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,,,,,,,,,,,,,81.1,,,0.7,западный,,,,,2.0,,,0,,,,,,,,,,10.0,739.0,,,,6.0,,,,,,9.0,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,,,,70.1,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,739.0,,,,7.7,,,,,,9.0,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,,,,61.6,,,,западный,,,,,1.0,,,,,,True,,,,,,,10.0,740.0,,,,9.5,,,,,,10.0,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,,,,,,,,,,,,,61.8,,,,северо-западный,,,,,1.0,,,менее 0.1,,,,,,,,,,10.0,740.0,,,,10.4,,,,,,7.0,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,,,,,,,,,,,,,87.7,,,,,,,,10.9,0.0,,,0.3,,,,,,True,,,,10.0,741.0,,,,6.5,,,,,,7.0,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,,,,85.7,,,,северный,,,,,1.0,,True,,,,,,,,,,,10.0,742.0,,,,5.6,,,,,,9.0,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,,,,90.6,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,742.0,,,,4.1,,,,True,,9.0,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,,,,,,,,,,,,,90.0,,,3.8,северный,,,,,1.0,,,0.8,,,,,0.8,,,,,10.0,743.0,,,,4.3,,,,,,9.0,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,,,,,,,,,,,,,82.7,,,3.8,северный,,,,,1.0,,,0.5,,,,,,,,,,10.0,744.0,,,,5.4,,,,,,10.0,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,,,,75.7,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,7.1,,,,,,10.0,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,,,,,66.4,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,8.3,,,,,,10.0,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,,,,,,,,,,,,,62.3,,,,северный,,,,,1.0,,,0,,,,,,,,,,10.0,745.0,,,,8.7,,,,,,10.0,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,,,,,,,,,,,,,78.3,,,,северо-западный,,,,9.8,1.0,,,0,,,,,,,,,,10.0,,,,,6.4,,,,,,0.0,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,,,,93.2,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,,745.0,,,,4.3,,,,,,,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,,,,95.1,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,,744.0,,,,2.5,,,,,,,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,,,,,,,,,,,,,95.2,,,2.5,,,,,,0.0,,,менее 0.1,,,,,менее 0.1,,,,,10.0,745.0,,,,5.0,,,,,,10.0,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,,,,,,,,,,,,,91.4,,,2.5,юго-западный,,,,,1.0,,,0,,,,,,,,,,10.0,744.0,,,,6.4,,,,,,10.0,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,,,,62.1,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,744.0,,,,9.8,,,,,,10.0,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,,,,67.6,,,,северо-западный,,,,,1.0,,True,,,,,,,,,,,10.0,744.0,,,,9.7,,,,,,9.0,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,,,,,,,,,,,,,55.1,,,,западный,,,,,2.0,,,0.3,,,,,,,,,,10.0,744.0,,,,11.7,,,,,,9.0,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,,,,,,,,,,,,,71.4,,,,юго-восточный,,,,12.6,1.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,9.2,,,,,,9.0,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,,,,81.2,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,7.2,,,,,,7.0,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,,,,86.4,,,,,,,,,0.0,,,,,,,,,,,,,10.0,745.0,,,,6.1,,,,,,9.0,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,,,,,,,,,,,,,89.5,,,4.9,южный,,,,,1.0,,,0,,,,,менее 0.1,,,,,10.0,746.0,,,,6.0,,,,,,6.0,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50.4,,,4.9,юго-западный,,,,,4.0,,,0,,,,,,,,,,10.0,747.0,,,,13.6,,,,,,7.0,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,,,,33.9,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,748.0,,,,17.0,,,,,,9.0,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,,,,31.9,,,,южный,,,,,2.0,,,,,,,,,,,,,10.0,748.0,,,,17.5,,,,,,9.0,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,,,,,,,,,,,,,32.0,,,,юго-восточный,,,,,2.0,,,0,,,,,,,,,,10.0,748.0,,,,17.6,,,,,,9.0,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,,,,,,,,,,,,,51.0,,,,,,,,18.7,0.0,,,0,,,,,,,,,,10.0,749.0,,,,13.0,,,,,,2.0,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,,,,67.5,,,,,,,,,0.0,,,,,,,,,,,,,10.0,750.0,,,,9.4,,,,,,0.0,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,,,,79.0,,,,северо-восточный,,,,,1.0,,,,,,,,,,,,,10.0,751.0,,,,7.5,,,,,,0.0,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,,,,,,,,,,,,,76.7,,,6.3,восточный,,,,,1.0,,,0,,,,,0,,,,,10.0,751.0,,,,9.7,,,,,,2.0,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,,,,,,,,,,,,,62.9,,,6.3,восточный,,,,,1.0,,,0,,,,,,,,,,10.0,751.0,,,,13.2,,,,,,10.0,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,,,,,55.1,,,,юго-восточный,,,,,3.0,,,,,,,,,,,,,10.0,751.0,,,,15.8,,,,,,10.0,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,,,,,44.6,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,751.0,,,,16.5,,,,,,10.0,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,,,,,,,,,,,,,60.1,,,,северный,,,,,2.0,,,менее 0.1,,,,,,True,,,,10.0,750.0,,,,13.7,,,,,,10.0,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,,,,,,,,,,,,,73.9,,,,северо-восточный,,,,17.4,1.0,,,менее 0.1,,,,,,,,,,10.0,750.0,,,,11.7,,,,True,,10.0,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,,,,,,78.4,,,,северо-восточный,,,,,1.0,,,,,,,,,,,,,10.0,749.0,,,,10.4,,,,,,0.0,
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,,,,,,87.3,,,,,,,,,0.0,,,,,,,,,,,,,10.0,749.0,,,,8.9,,,,,,0.0,
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,,,,,,,,,,,,,92.8,,,8.7,,,,,,0.0,,,0.3,,,,,0.3,,,,,10.0,749.0,,,,9.4,,,,,,10.0,
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,,,,,,,,,,,,,79.2,,,8.7,восточный,,,,,1.0,,,0.3,,,,,,,,,,4.0,749.0,,,,12.1,,,,True,,9.0,
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,,,,54.0,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,748.0,,,,16.1,,,,,,7.0,
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,,,,41.4,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,748.0,,,,17.0,,,,True,,7.0,
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,,,,,,,,,,,,,55.9,,,,западный,,,,,3.0,,,менее 0.1,,,,,,,,,,10.0,748.0,,,,16.2,,,,,,7.0,
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,,,,,,,,,,,,,74.0,,,,северный,,,,17.8,1.0,,,менее 0.1,,,,,,,,,,10.0,748.0,,,,12.6,,,,,,7.0,
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,,,,87.4,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,749.0,,,,10.1,,,,,,10.0,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,,,,92.8,,,,,,,,,0.0,,,,,,,,,,,,,10.0,749.0,,,,8.0,,,,,,10.0,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,,,,,,,,,,,,,93.4,,,6.5,,,,,,0.0,,,0,,,,,менее 0.1,,,,,10.0,748.0,,,,8.9,,,,,,0.0,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,,,,,,,,,,,,,61.4,,,6.5,южный,,,,,1.0,,,0,,,,,,,,,,10.0,748.0,,,,15.9,,,,,,7.0,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,,,,46.7,,,,юго-восточный,,,,,2.0,,,,,,,,,,,,,10.0,748.0,,,,18.3,,,,,,9.0,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,,,,45.5,,,,юго-восточный,,,,,3.0,,,,,,,,,,,,,10.0,748.0,,,,18.7,,,,,,10.0,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,,,,,,,,,,,,,43.2,,,,юго-восточный,,,,,2.0,,,0,,,,,,,,,,10.0,747.0,,,,17.2,,,,,,10.0,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,,,,,,,,,,,,,65.9,,,,северо-восточный,,,,19.1,1.0,,,0,,,,,,,,,,10.0,746.0,,,,14.4,,,,,,9.0,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,,,,86.4,,,,северо-восточный,,,,,1.0,,,,,,,,,,,,,,745.0,,,,11.8,,,,,,,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,True,,,,,,,72.7,,,,северо-восточный,,,,,5.0,,,,,,,,,,,,,10.0,743.0,,,,13.3,,,,,,9.0,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,,,,,,,,,,,,,91.7,,,11.4,северный,,,True,,2.0,,,5,,,,,5,,,,,10.0,742.0,,,,11.4,,,,,,10.0,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,,,,,,,,,,,,,94.2,,,11.3,северо-восточный,,,,,1.0,,,11,,,,,,True,,,,10.0,741.0,,,,12.3,,,,,,10.0,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,True,,,,,94.3,,,,северный,,,,,2.0,,,,,,,,,,,,,2.0,741.0,,,,14.8,,,,,,10.0,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,,,,True,,,,,,91.4,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,742.0,,,,16.2,,,,,,10.0,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,,,,,,,,,,,,,90.3,,,,северный,,,,,1.0,,,11,,,,,,True,,,,10.0,741.0,,,,16.5,,,,,,10.0,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,,,,,,,,,,,,,93.8,,,,северо-восточный,,,,17.2,2.0,,,11,,,,,,,,,,2.0,741.0,True,,,15.3,,,,,,10.0,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,,,,93.7,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,2.0,741.0,,True,,14.7,,,,,,10.0,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,,,,,,,,,,,,,,,90.1,,,,северо-восточный,,,,,3.0,,,,True,,,,,,,,,10.0,739.0,,,,14.8,,,,,,10.0,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,,,,,,,,,,,,,,,,14.3,северный,,,,,44.0,,,25,,,,,36,,,,,1.0,738.0,,,,,,,,,,1.0,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,10.0,,,,,,,,,,,,,81.4,,,14.3,северо-восточный,,,,,3.0,,,20,,,,,,,,,,10.0,737.0,,,,16.6,,,,,,6.0,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,,10.0,,,,,,,,,,,,,65.4,,,,северо-восточный,,,,,5.0,,,,,,,,,,,,,10.0,737.0,,,,20.4,,,,,,7.0,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,,11.0,,,,,,,,,,,,,60.8,,,,северо-восточный,,,,,3.0,,,,,,,,,,,,,10.0,736.0,,,,23.3,,,,,,9.0,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,10.0,,,,,,,,,,,,,66.4,,,,северо-восточный,,,,,3.0,,,0,,,,,,,,,,10.0,735.0,,,,21.0,,,,,,10.0,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,10.0,True,,,,,,,,,,,,94.4,,,,,,,,23.4,0.0,,,15,,,,,,,,,,4.0,736.0,,,,15.3,,,,,,10.0,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,True,,,,,,,,95.6,,,,юго-восточный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,14.6,,,,,,10.0,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,,,,95.6,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,14.0,,,,,,10.0,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,,,,,,,,,,,,,95.5,,,13.6,южный,,,,,2.0,,,23,,,,,23,,,,,10.0,736.0,,,,13.6,,,,,,10.0,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,,,,,,,,,,,,,93.7,,,13.5,западный,,,,,1.0,,,8,,,,,,,,,,10.0,736.0,,,,14.5,,,,,,10.0,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,True,,,,,,93.6,,,,северо-восточный,,,,,3.0,,,,,,,,,,,,,10.0,737.0,,,,11.8,,,,,,10.0,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,True,,,,,,89.8,,,,северный,,,,,2.0,,,,,,,,,,,,,10.0,738.0,,,,10.6,,,,,,10.0,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,10.0,True,,,,,,,,,,,,91.6,,,,северный,,,,,3.0,,,12,,,,,,,,,,10.0,738.0,,,,9.1,,,,,,10.0,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,True,,,,,,,,,,,,92.2,,,,северный,,,,14.5,2.0,,,14,,,,,,,,,,10.0,739.0,,,,9.0,,,,,,7.0,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,,,,,,,89.6,,,,северный,,,,,2.0,,True,,,,,,,,,,,10.0,739.0,,,,8.2,,,,,,9.0,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,True,,,,,,92.1,,,,северный,,,,,2.0,,,,,,,,,,,,,10.0,738.0,,,,7.5,,,,,,10.0,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,,,,,,,,,,,,94.0,True,,7.4,северный,,,,,1.0,,,2,,,,,14,,,,,4.0,738.0,,,,7.4,,,,,,10.0,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,True,,,,,,,,,,,,92.1,,,7.4,северный,,,,,2.0,,,0.9,,,,,,,,,,4.0,738.0,,,,8.0,,,,,,10.0,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,10.0,,,,,,,,,,,,,80.4,True,,,северо-восточный,,,,,4.0,,,,,,,,,,,,,10.0,739.0,,,,9.6,,,,,,10.0,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,,,,80.5,True,,,северо-восточный,,,,,4.0,,,,,,,,,,,,,10.0,739.0,,,,9.9,,,,,,10.0,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,11.0,,,,,,,,,,,,,82.7,,,,северо-восточный,,,,,4.0,,,0.8,,,,,,,,,,10.0,739.0,,,,9.6,,,,True,,10.0,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,12.0,,,,,,,,,,,,,83.8,,,,северо-восточный,,,,10.5,6.0,,,0.4,,,,,,,,,,10.0,739.0,,,,9.4,,,,True,,10.0,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,13.0,,,,,,,,,,,,,88.5,,,,северо-восточный,,,,,5.0,,,,,,,,,,,,,10.0,739.0,,,,9.3,,,,,,10.0,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,10.0,,,,,,,,,,,,,92.8,,,,северо-восточный,,,,,4.0,,,,,,,,,,,,,4.0,738.0,,True,,9.1,,,,,,10.0,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,10.0,,,,,,,,,,,,,92.2,,,8.9,северо-восточный,,,,,4.0,,,12,,,,,13,True,,,,4.0,738.0,,,,9.0,,,,,,10.0,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,,,92.9,True,,8.9,северо-восточный,,,,,5.0,,,14,,,,,,,,,,4.0,738.0,,,,9.6,,,,,,10.0,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,10.0,,,,,,,,,,,,,91.0,,,,северо-восточный,,,,,4.0,,,,,,,True,,,,,,4.0,739.0,,,,10.4,,,,,,10.0,
1591099200,"Вторник, 2 июня
12:00 (UTC)",True,,10.0,,,,,,,,,,,,,91.7,,,,северо-восточный,,,,,4.0,,,,,,,,,,,,,4.0,739.0,,,,10.5,,,,,,10.0,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,10.0,,,,,,,,,,,,,86.9,,,,северо-восточный,,,,,5.0,,,5,,,,,,,,,,10.0,739.0,,,,11.5,,,,True,,10.0,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,True,,,,,,,,,,,,92.9,,,,северо-восточный,,,,11.6,3.0,,,3,,,,,,,,,,10.0,739.0,,,,10.2,,,,,,10.0,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,,,,94.1,,,,северо-восточный,,,,,3.0,,,,,,,,,,,,,10.0,738.0,,,,10.1,,,,True,,10.0,
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,,,,94.8,True,,,северо-восточный,,,,,4.0,,,,,,,,,,,,,4.0,738.0,,,,10.0,,,,,,10.0,
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,,,,,,,,,,,,,95.4,True,,9.9,северо-восточный,,,,,2.0,,,1,,,,,6,,,,,4.0,737.0,,,,10.5,,,,,,10.0,
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,,,,,,,True,,,,,,93.0,,,9.9,северо-восточный,,,,,3.0,,,2,,,,,,,,,,10.0,737.0,,,,11.9,,,,,,10.0,
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,,,,,,,,,,91.2,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,13.1,,,,True,,10.0,
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,True,,,,,,,,,,,,90.7,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,13.7,,,,,,10.0,
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,,,,,,,,,,,,,91.9,,,,северный,,,,,1.0,,,4,,,,,,True,,,,10.0,736.0,,,,14.3,,,,,,10.0,
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,,,,,,,,,,,,,93.7,,,,северо-восточный,,,,14.3,1.0,,,5,,,,,,,,,,4.0,735.0,,,,13.5,True,,,,,10.0,
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,True,,,,,,,,,,,,94.3,,,,,,,,,0.0,,,,,,,,,,,,,10.0,734.0,,,,12.7,,,,,,10.0,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,True,,,,,,,,,,,,94.9,,,,западный,,,,,1.0,,,,,,,,,,,,,4.0,733.0,,,,12.4,,,,,,7.0,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,,,,,,,,,,,,,100.0,,,12.3,юго-западный,,,,,2.0,,,7,,,,,11,,,,,1.0,733.0,,,True,12.7,,,,,,,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,,,,,,,,,,,,,89.5,,,12.3,юго-западный,,,,,3.0,,,6,,,,,,,,,,10.0,733.0,,,,13.5,,,,True,,10.0,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,,,,68.3,,,,южный,,,,,2.0,,,,,,,,,,,,,10.0,733.0,,,,17.3,,,,,,7.0,
