timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Ливневый дождь со снегом
1585882800,"Пятница, 3 апреля
03:00 (UTC)",,15.0,,,,,,,23.3,,,западный,,,8,,,,,,,,,,,,10,750,,,4.5,,,,,7.0,,
1585893600,"Пятница, 3 апреля
06:00 (UTC)",,15.0,,,,,,,21.6,,,западный,,,6,,,,,,,,,,,,10,750,,,4.3,,,,,9.0,,
1585904400,"Пятница, 3 апреля
09:00 (UTC)",,,,,,,,,56.1,,,западный,,5.6,5,,,,0,,,,,,,,10,752,,,1.6,,,,,9.0,,
1585915200,"Пятница, 3 апреля
12:00 (UTC)",,,,,,,,,77.2,,,восточный,,,2,,,,,,,,,,,,10,752,,,-0.4,,,,,9.0,,
1585926000,"Пятница, 3 апреля
15:00 (UTC)",,,,,,,,,58.5,,,северо-восточный,,,6,,,,,,,,,,,,10,752,,,0.5,,,,,9.0,,
1585936800,"Пятница, 3 апреля
18:00 (UTC)",,15.0,,,,,,,64.6,,,северо-восточный,,,9,,,,,,,,,,,,10,753,,,-1.4,,,,,9.0,,
1585947600,"Пятница, 3 апреля
21:00 (UTC)",,16.0,,,,,,,71.3,,-2.1,северо-восточный,,,10,,,,0,,,,0,,,,10,753,,,-1.8,,,,,9.0,,
1585958400,"Суббота, 4 апреля
00:00 (UTC)",,16.0,,,,,,,82.4,,,северо-восточный,,,9,,,,,,,,,,,,9,754,,,-1.7,,,,,10.0,True,
1585969200,"Суббота, 4 апреля
03:00 (UTC)",,17.0,,,,,,,99.3,,,северо-восточный,,,9,,True,,,,,,,,,,0,755,,,-0.6,,,,,10.0,,
1585980000,"Суббота, 4 апреля
06:00 (UTC)",,17.0,,,,,,,94.3,,,северо-восточный,,,11,,,,,,,,,,,,7,755,,,0.1,,,,,10.0,True,
1585990800,"Суббота, 4 апреля
09:00 (UTC)",,17.0,,,,,,,95.7,,,северо-восточный,,0.2,11,,True,,2,,,,,,,,1,757,,,-0.1,,,,,10.0,,
1586001600,"Суббота, 4 апреля
12:00 (UTC)",,17.0,,,,,,,94.3,,,северо-восточный,,,9,,,,,,,,,,,,9,758,,,-0.5,,,,,10.0,True,
1586012400,"Суббота, 4 апреля
15:00 (UTC)",,15.0,,,,True,,,72.1,,,северо-восточный,,,9,,,,,,,,,,,,10,758,,,-0.4,,,,,2.0,,
1586023200,"Суббота, 4 апреля
18:00 (UTC)",,15.0,,,,,,,71.9,,,северо-восточный,,,7,,,,,,,,,,,,10,757,,,-1.4,,True,,,4.0,,
1586034000,"Суббота, 4 апреля
21:00 (UTC)",,11.0,,,,,,,72.4,,-2.2,северо-восточный,,,7,,,,0.4,,,,2,,,,10,757,,,-2.1,,,,,2.0,,
1586044800,"Воскресенье, 5 апреля
00:00 (UTC)",,34.0,,,,,,,62.3,,,северо-восточный,,,11,,,,,,,,,,,,10,757,,,0.9,,,,,6.0,,
1586055600,"Воскресенье, 5 апреля
03:00 (UTC)",,16.0,,,,,,,51.2,,,северо-восточный,,,9,,,,,,,,,,,,10,757,,,4.5,,,,,6.0,,
1586066400,"Воскресенье, 5 апреля
06:00 (UTC)",,14.0,,,,,,,39.7,,,северо-восточный,,,7,,,,,,,,,,,,10,756,,,7.3,,,,,0.0,,
1586077200,"Воскресенье, 5 апреля
09:00 (UTC)",,11.0,,,,,,,38.7,,,северный,,8.1,6,,,,0,,,,,,,,10,755,,,5.9,,,,,0.0,,
1586088000,"Воскресенье, 5 апреля
12:00 (UTC)",,11.0,,,,,,,53.6,,,северный,,,7,,,,,,,,,,,,10,756,,,3.1,,,,,9.0,,
1586098800,"Воскресенье, 5 апреля
15:00 (UTC)",,,,,,,,,60.9,,,северный,,,5,,,,,,,,,,,,10,755,,,1.1,,,,,9.0,,
1586109600,"Воскресенье, 5 апреля
18:00 (UTC)",,,,,,,,,65.8,,,северный,,,4,,,,,,,,,,,,10,755,,,-0.6,,,,,5.0,,
1586120400,"Воскресенье, 5 апреля
21:00 (UTC)",,,,,,,,,65.8,,-1.3,северный,,,4,,,,0,,,,0,,,,10,754,,,-0.8,,,,,2.0,,
1586131200,"Понедельник, 6 апреля
00:00 (UTC)",,10.0,,,,,,,38.8,,,северный,,,7,,,,,,,,,,,,10,754,,,5.3,,,,,0.0,,
1586142000,"Понедельник, 6 апреля
03:00 (UTC)",,10.0,,,,,,,31.5,,,северный,,,7,,,,,,,,,,,,10,753,,,9.5,,,,,0.0,,
1586152800,"Понедельник, 6 апреля
06:00 (UTC)",,10.0,,,,,,,30.4,,,северный,,,6,,,,,,,,,,,,10,751,,,11.5,,,,,2.0,,
1586163600,"Понедельник, 6 апреля
09:00 (UTC)",,11.0,,,,,,,39.3,,,северо-восточный,,11.9,4,,,,0,,,,,,,,10,751,,,8.8,,,,,5.0,,
1586174400,"Понедельник, 6 апреля
12:00 (UTC)",,11.0,,,,,,,50.2,,,северо-восточный,,,4,,,,,,,,,,,,10,752,,,3.7,,,,,5.0,,
1586185200,"Понедельник, 6 апреля
15:00 (UTC)",,,,,,,,,54.9,,,северный,,,5,,,,,,,,,,,,10,753,,,1.8,,,,,5.0,,
1586196000,"Понедельник, 6 апреля
18:00 (UTC)",,,,,,,,,60.7,,,северный,,,6,,,,,,,,,,,,10,753,,,0.3,,,,,4.0,,
1586206800,"Понедельник, 6 апреля
21:00 (UTC)",,,,,,,,,66.3,,-1.1,северный,,,5,,,,0,,,,0,,,,10,753,,,-0.8,,,,,7.0,,
1586217600,"Вторник, 7 апреля
00:00 (UTC)",,11.0,,,,,,,62.7,,,северо-восточный,,,8,,,,,,,,,,,,10,753,,,2.6,,,,,9.0,,
1586228400,"Вторник, 7 апреля
03:00 (UTC)",,16.0,,,,,,,69.4,,,северо-восточный,,,9,,,,,,,,,,,,10,754,,,1.7,,,,,10.0,True,
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,16.0,,,,,,,95.0,,,северо-восточный,,,6,,True,,,,,,,,,,2,754,,,-0.2,,,,,10.0,,
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,15.0,,,,,,,79.7,,,северо-восточный,,3.0,9,,,,1,,,,,,,,10,754,,,0.7,,,,,10.0,True,
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,18.0,,,,True,,,66.2,,,северо-восточный,,,11,,,,,,,,,,,,10,755,,,1.3,,,,,9.0,,
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,19.0,,,,,,,62.8,,,северо-восточный,,,14,,,,,,,,,,,,10,755,,,1.1,,,,,9.0,,
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,20.0,,,,,,,62.6,,,северо-восточный,,,12,,,,,,,,,,,,10,757,,,0.3,,,,,9.0,,
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,17.0,,,,,,,60.1,,-0.5,северо-восточный,,,10,,,,менее 0.1,,,,1,,,,10,758,,,-0.4,,,,,9.0,,
1586304000,"Среда, 8 апреля
00:00 (UTC)",,18.0,,,,,,,50.3,,,северо-восточный,,,13,,,,,,,,,,,,10,759,,,1.3,,,,,10.0,,
1586314800,"Среда, 8 апреля
03:00 (UTC)",,18.0,,,,,,,40.8,,,северо-восточный,,,12,,,,,,,,,,,,10,759,,,3.8,,,,,10.0,,
1586325600,"Среда, 8 апреля
06:00 (UTC)",,18.0,,,,,,,37.6,,,северо-восточный,,,10,,,,,,,,,,,,10,759,,,6.2,,,,,10.0,,
1586336400,"Среда, 8 апреля
09:00 (UTC)",,13.0,,,,,,,40.7,,,северо-восточный,,6.4,8,,,,0,,,,,,,,10,759,,,5.4,,,,,10.0,,
1586347200,"Среда, 8 апреля
12:00 (UTC)",,13.0,,,,,,,41.2,,,северо-восточный,,,6,,,,,,,,,,,,10,760,,,4.0,,,,,10.0,,
1586358000,"Среда, 8 апреля
15:00 (UTC)",,11.0,,,,,,,39.0,,,северо-восточный,,,5,,,,,,,,,,,,10,761,,,2.8,,,,,9.0,,
1586368800,"Среда, 8 апреля
18:00 (UTC)",,,,,,,,,43.6,,,северо-восточный,,,4,,,,,,,,,,,,10,761,,,1.1,,,,,9.0,,
1586379600,"Среда, 8 апреля
21:00 (UTC)",,,,,,,,,50.1,,-1.0,северный,,,4,,,,0,,,,0,,,,10,761,,,-0.7,,,,,7.0,,
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,,,,,,,,27.7,,,северный,,,7,,,,,,,,,,,,10,761,,,5.5,,,,,4.0,,
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,12.0,,,,,,,19.0,,,северо-восточный,,,6,,,,,,,,,,,,10,760,,,9.1,,,,,9.0,,
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,12.0,,,,,,,15.2,,,северный,,,6,,,,,,,,,,,,10,759,,,10.5,,,,,6.0,,
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,,,,,,,,17.1,,,северный,,11.1,3,,,,0,,,,,,,,10,758,,,9.6,,,,,2.0,,
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,,,,,,,,37.2,,,северо-западный,,,3,,,,,,,,,,,,10,759,,,3.0,,,,,2.0,,
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,,,,,,,,35.7,,,северо-западный,,,3,,,,,,,,,,,,10,759,,,1.9,,,,,0.0,,
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,,,,,,,,44.3,,,западный,,,3,,,,,,,,,,,,10,759,,,1.0,,,,,2.0,,
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,,,,,,,,35.9,,0.0,западный,,,2,,,,0,,,,0,,,,10,759,,,2.4,,,,,2.0,,
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,,,,,,,,24.1,,,западный,,,2,,,,,,,,,,,,10,759,,,9.3,,,,,7.0,,
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,,,,18.7,,,северный,,,3,,,,,,,,,,,,10,758,,,12.9,,,,,9.0,,
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,,,,,,,21.4,,,северный,,,6,,,,,,,,,,,,10,757,,,12.6,,,,,9.0,,
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,11.0,,,,,,,30.7,,,северо-восточный,,14.1,5,,,,0,,,,,,,,10,759,,,9.2,,,,,9.0,,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,11.0,,,,,,,40.7,,,северо-восточный,,,4,,,,,,,,,,,,10,760,,,4.5,,,,,9.0,,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,,,,,,,49.6,,,северный,,,4,,,,,,,,,,,,10,760,,,1.4,,,,,4.0,,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,55.3,,,северный,,,3,,,,,,,,,,,,10,760,,,-1.5,,,,,2.0,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,56.2,,-2.8,северный,,,6,,,,0,,,,0,,,,10,760,,,-1.2,,,,,0.0,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,11.0,,,,,,,30.5,,,северо-восточный,,,8,,,,,,,,,,,,10,760,,,5.4,,,,,0.0,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,13.0,,,,,,,21.8,,,северный,,,7,,,,,,,,,,,,10,760,,,7.7,,,,,0.0,,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,13.0,,,,,,,16.3,,,северо-восточный,,,7,,,,,,,,,,,,10,758,,,9.3,,,,,0.0,,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,,,,24.1,,,восточный,,9.8,2,,,,0,,,,,,,,10,758,,,8.0,,,,,0.0,,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,,,,,,,30.8,,,юго-западный,,,2,,,,,,,,,,,,10,758,,,3.4,,,,,1.0,,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,,,,,,,41.6,,,юго-западный,,,3,,,,,,,,,,,,10,757,,,0.1,,,,,2.0,,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,43.4,,,юго-западный,,,4,,,,,,,,,,,,10,757,,,0.4,,,,,4.0,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,40.4,,-1.4,юго-западный,,,5,,,,0,,,,0,,,,10,756,,,3.6,,,,,2.0,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,34.3,,,западный,,,5,,,,,,,,,,,,10,757,,,8.1,,,,,0.0,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,22.4,,,северо-восточный,,,3,,,,,,,,,,,,10,756,,,12.5,,,,,0.0,,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,20.7,,,восточный,,,2,,,,,,,,,,,,10,755,,,14.1,,,,,0.0,,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,,,,,,,26.7,,,восточный,,15.9,2,,,,0,,,,,,,,10,755,,,12.8,,,,,2.0,,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,,,,,,,,33.5,,,восточный,,,2,,,,,,,,,,,,10,755,,,7.2,,,,,0.0,,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,,,,40.4,,,юго-восточный,,,2,,,,,,,,,,,,10,755,,,4.5,,,,,2.0,,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,43.5,,,южный,,,1,,,,,,,,,,,,10,755,,,2.9,,,,,0.0,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,62.0,,-0.6,восточный,,,2,,,,0,,,,0,,,,10,755,,,-0.1,,,,,2.0,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,29.0,,,южный,,,4,,,,,,,,,,,,10,754,,,11.2,,,,,2.0,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,19.4,,,восточный,,,3,,,,,,,,,,,,10,752,,,15.7,,,,,2.0,,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,,,,,,,16.9,,,западный,,,1,,,,,,,,,,,,10,751,,,18.0,,,,,0.0,,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,,,,,,,,20.8,,,северный,,18.4,4,,,,0,,,,,,,,10,750,,,15.6,,,,,2.0,,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,,,,,,,,33.5,,,южный,,,1,,,,,,,,,,,,10,750,,,9.6,,,,,2.0,,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,,,,,,,,37.0,,,юго-западный,,,2,,,,,,,,,,,,10,749,,,8.0,,,,,2.0,,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,43.1,,,южный,,,1,,,,,,,,,,,,10,747,,,6.1,,,,,9.0,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,15.0,,,,,,,64.8,,3.3,северо-восточный,,,6,,,,0,,,,0,,,,10,750,,,3.4,,,,,10.0,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,15.0,,,,,,,78.3,,,северо-восточный,,,8,,,,,,,,,,,,10,751,,,2.7,,,,,9.0,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,15.0,,,,,,,49.1,,,северный,,,8,,,,,,,,,,,,10,752,,,7.6,,,,,9.0,,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,15.0,,,,,,,38.7,,,северный,,,10,,,,,,,,,,,,10,753,,,8.8,,,,,9.0,,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,15.0,,,,,,,46.4,,,северо-восточный,,9.7,9,,,,0,,,,,,,,10,754,,,6.7,,,,,4.0,,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,15.0,,,,,,,62.7,,,северо-восточный,,,4,,,,,,,,,,,,10,756,,,2.6,,,,,2.0,,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,,,,76.6,,,северный,,,4,,,,,,,,,,,,10,756,,,-0.4,,,,,2.0,,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,71.2,,,северный,,,3,,,,,,,,,,,,10,757,,,0.2,,,,,2.0,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,60.7,,-2.1,северо-западный,,,3,,,,0,,,,0,,,,10,757,,,0.4,,,,,4.0,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,32.2,,,северный,,,6,,,,,,,,,,,,10,758,,,6.9,,,,,0.0,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,24.5,,,северный,,,5,,,,,,,,,,,,10,758,,,9.5,,,,,5.0,,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,10.0,,,,,,,23.6,,,северный,,,5,,,,,,,,,,,,10,757,,,11.5,,,,,6.0,,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,30.9,,,восточный,,11.7,2,,,,0,,,,,,,,10,757,,,9.9,,,,,1.0,,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,,,,,,,43.4,,,южный,,,2,,,,,,,,,,,,10,758,,,3.8,,,,,0.0,,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,,,,,37.2,,,южный,,,2,,,,,,,,,,,,10,758,,,4.8,,,,,0.0,,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,,,,,,,55.3,,,,,,0,,,,,,,,,,,,10,758,,,0.2,,,,,0.0,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,,,,,,,56.4,,-2.0,южный,,,1,,,,0,,,,0,,,,10,758,,,0.9,,,,,0.0,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,10.0,,,,,,,35.9,,,западный,,,7,,,,,,,,,,,,10,758,,,9.8,,,,,0.0,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,14.0,,,,,,,25.0,,,западный,,,9,,,,,,,,,,,,10,757,,,14.0,,,,,0.0,,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,15.0,,,,,,,22.0,,,юго-западный,,,8,,,,,,,,,,,,10,756,,,15.5,,,,,2.0,,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,13.0,,,,,,,22.7,,,юго-западный,,15.8,7,,,,0,,,,,,,,10,756,,,13.5,,,,,0.0,,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,10.0,,,,,,,41.8,,,юго-западный,,,5,,,,,,,,,,,,10,757,,,6.1,,,,,0.0,,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,,,,,,,,33.1,,,западный,,,4,,,,,,,,,,,,10,757,,,6.7,,,,,0.0,,
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,,,,,,,,40.9,,,западный,,,6,,,,,,,,,,,,10,757,,,7.1,,,,,2.0,,
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,,,,,,,,45.1,,3.2,южный,,,2,,,,0,,,,0,,,,10,757,,,5.8,,,,,2.0,,
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,,,,,,,,28.7,,,юго-западный,,,4,,,,,,,,,,,,10,757,,,11.7,,,,,2.0,,
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,,,,,,,,22.5,,,юго-западный,,,4,,,,,,,,,,,,10,756,,,15.3,,,,,0.0,,
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,,,,,,,,15.0,,,юго-западный,,,5,,,,,,,,,,,,10,755,,,16.4,,,,,0.0,,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,,,,,,,,21.8,,,западный,,16.9,5,,,,0,,,,,,,,10,754,,,14.6,,,,,0.0,,
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,,,,,,,,41.7,,,юго-западный,,,4,,,,,,,,,,,,10,755,,,7.7,,,,,2.0,,
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,,,,,,,,66.9,,,западный,,,4,,,,,,,,,,,,10,755,,,6.5,,,,,2.0,,
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,,,,,,,,86.2,,,,,,0,,,,,,,,,,,,10,756,,,4.1,,,,,2.0,,
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,,,,,,,,89.2,,1.5,южный,,,2,,,,0,,,,0,,,,10,756,,,2.7,,,,,2.0,,
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,,,,,,,,52.7,,,западный,,,1,,,,,,,,,,,,10,756,,,11.1,,,,,0.0,,
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,,,,,,,,28.5,,,западный,,,2,,,,,,,,,,,,10,756,,,15.5,,,,,0.0,,
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,,,,,,,,20.3,,,западный,,,2,,,,,,,,,,,,10,755,,,17.9,,,,,1.0,,
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,,,,,,,,16.2,,,западный,,18.5,3,,,,0,,,,,,,,10,755,,,16.8,,,,,4.0,,
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,,,,,,,,43.6,,,юго-западный,,,3,,,,,,,,,,,,10,757,,,10.9,,,,,6.0,,
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,,,,,,,,55.2,,,восточный,,,2,,,,,,,,,,,,10,757,,,7.4,,,,,6.0,,
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,,,,,,,,81.7,,,северный,,,5,,,,,,,,,,,,10,758,,,2.3,,,,,9.0,,
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,,,,,,,,83.9,,-0.5,северо-восточный,,,4,,,,0,,,,0,,,,10,759,,,0.2,,,,,6.0,,
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,,,,,,,,57.0,,,северо-восточный,,,4,,,,,,,,,,,,10,759,,,6.5,,,,,4.0,,
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,,,,,,,,36.9,,,восточный,,,3,,,,,,,,,,,,10,757,,,14.9,,,,,10.0,,
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,,,,,,,,28.0,,,юго-западный,,,4,,,,,,,,,,,,10,755,,,18.2,,,,,9.0,,
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,,,,,,,,27.9,,,западный,,18.7,4,,,,0,,,,,,,,10,754,,,16.3,,,,,9.0,,
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,,,,,,,33.5,,,юго-восточный,,,2,,,,,,,,,,,,10,754,,,10.6,,,,,9.0,,
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,,,,37.4,,,южный,,,2,,,,,,,,,,,,10,754,,,10.2,,,,,9.0,,
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,,,,,,,,38.0,,,южный,,,3,,,,,,,,,,,,10,753,,,10.2,,,,,9.0,,
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,41.9,,7.3,южный,,,2,,,,0,,,,0,,,,10,753,,,9.4,,,,,9.0,,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,,,,,37.4,,,южный,,,3,,,,,,,,,,,,10,754,,,11.3,,,,,9.0,,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,,,,31.1,,,юго-восточный,,,3,,,,,,,,,,,,10,752,,,14.0,,,,,9.0,,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,28.8,,,восточный,,,5,,,,,,,,,,,,10,749,,,15.1,,,,,9.0,,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,14.0,,,,,,,58.4,,,северо-восточный,,15.6,8,,,,0,,,,,,,,10,749,,,5.4,,,,,10.0,,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,13.0,,,,,,,68.8,,,северо-восточный,,,10,,,,,,,,,,,,10,750,,,1.3,,,,,10.0,,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,14.0,,,,,,,71.8,,,северо-восточный,,,9,,,,,,,,,,,,10,748,,,0.6,,,,,10.0,,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,14.0,,,,,,,92.3,,,северо-восточный,,,7,,,,,,,,,,,,3,747,,,-0.3,,,,,10.0,True,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,14.0,,,,,,,94.3,,-0.7,северо-восточный,,,10,,True,,2,,,,2,,,,1,746,,,-0.5,,,,,,,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,17.0,,,,,,,92.3,,,северо-восточный,,,10,,True,,,,,,,,,,2,745,,,-0.2,,,,,10.0,,
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,20.0,,,,,,,90.3,,,северо-восточный,,,12,,,,,,,,,,,,7,743,,,0.4,,,,,10.0,True,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,20.0,,,,,,,85.8,,,северо-восточный,,,13,,,,,,,,,,,,10,743,,,0.2,,,,,10.0,True,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,20.0,,,,,,,85.7,,,северо-восточный,,0.6,12,,,,0.8,,,,,,,,7,743,,,-0.6,,,,,10.0,True,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,20.0,,,,,,,90.2,,,северо-восточный,,,12,,True,,,,,,,,,,2,743,,,-1.7,,,,,10.0,,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,21.0,,,,,,,90.1,,,северо-восточный,,,14,,True,,,,,,,,,,3,742,,,-2.7,,,,,10.0,,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,19.0,,,,,,,87.4,,,северо-восточный,,,10,,,,,,,,,,,,2,742,,,-3.2,,,,,10.0,True,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,18.0,,,,,,,88.6,,-4.1,северный,,,8,,,,3,,,,4,,,,4,742,,,-4.0,,,,,10.0,True,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,18.0,,,,,,,80.4,,-4.2,северный,,,9,,,,,,,,,,,,4,742,,,-2.5,,,,,10.0,True,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,12.0,,,,,,,68.0,,,северный,,,9,,,,,,,,,,,,10,743,,,0.2,,,,,10.0,True,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,14.0,,,,,,,54.9,,,северный,,,7,,,,,,,,,,,,10,744,,,1.7,,True,,,10.0,,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,14.0,,,,,,,53.9,,,северный,,2.3,9,,,,0.3,,,,,,,,10,745,,,1.0,,,,,9.0,,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,15.0,,,,,,,51.9,,,северный,,,8,,,,,,,,,,,,10,747,,,-0.2,,,,,9.0,,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,12.0,,,,,,,54.8,,,северный,,,7,,,,,,,,,,,,10,747,,,-1.5,,,,,9.0,,
