timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Снег (возможно с туманом). Отдельные снежные кристаллы в виде звездочек,Ливневой снег слабый
1585796400,"Четверг, 2 апреля
03:00 (UTC)",,,,,,,,,,,90.2,,,-1.5,,юго-западный,,,,2,,,1,,,2.0,True,,1,,,20,733,,,-0.7,,,,,,9.0,,
1585807200,"Четверг, 2 апреля
06:00 (UTC)",,,,,,,,,,,81.5,,,,,юго-западный,,,,3,,,,,,,,,,,,20,734,,,0.8,,,True,,,9.0,,
1585818000,"Четверг, 2 апреля
09:00 (UTC)",,10.0,,True,,,,,,,66.3,,,,,западный,,,,4,,,,,,,,,,,,20,735,,,1.4,,,,,,7.0,,
1585828800,"Четверг, 2 апреля
12:00 (UTC)",,11.0,,,,,,,,,37.5,,,,,западный,,,,5,,,,,,,,,,,,20,735,,,4.8,,,True,,,7.0,,
1585839600,"Четверг, 2 апреля
15:00 (UTC)",,,,,,,,,,,45.2,,,,,юго-западный,,,5.4,2,,,менее 0.1,,,,,,,,,20,736,,,4.0,,,,,,7.0,,
1585850400,"Четверг, 2 апреля
18:00 (UTC)",,,,,,,,,,,55.1,,,,,южный,,,,3,,,,,,,,,,,,20,736,,,2.4,,,,,,6.0,,
1585861200,"Четверг, 2 апреля
21:00 (UTC)",,,,,,,,,,,71.5,,,,,южный,,,,4,,,,,,,,,,,,20,736,,,1.8,,,,,,4.0,,
1585872000,"Пятница, 3 апреля
00:00 (UTC)",,,,,,,,,,,76.5,,,,,южный,,,,4,,,,,,,,,,,,20,736,,,2.3,,,,,,10.0,,
1585882800,"Пятница, 3 апреля
03:00 (UTC)",,,,,,,,,,,73.3,,,1.6,,южный,,,,5,,,0,,,,,,менее 0.1,,,20,736,,,3.0,,,,,,10.0,,
1585893600,"Пятница, 3 апреля
06:00 (UTC)",,13.0,,,,,,,,,68.3,,,,,южный,,,,7,,,,,,,,,,,,20,735,,,4.0,,,,,,10.0,,
1585904400,"Пятница, 3 апреля
09:00 (UTC)",,14.0,,,,,,,,,52.5,,,,,южный,,,,7,,,,,,,,,,,,20,735,,,6.3,,,,,,10.0,,
1585915200,"Пятница, 3 апреля
12:00 (UTC)",,16.0,,,,,,,,,39.5,,,,,южный,,,,7,,,,,,,,,,,,20,735,,,7.6,,,,,,10.0,,
1585926000,"Пятница, 3 апреля
15:00 (UTC)",,15.0,,,,,,,,,43.9,,,,,юго-западный,,,7.7,6,,,0,,,,,,,,,20,735,,,6.6,,,,,,10.0,,
1585936800,"Пятница, 3 апреля
18:00 (UTC)",,13.0,,,,,,,,,48.2,,,,,юго-западный,,,,5,,,,,,,,,,,,20,736,,,5.7,,,,,,6.0,,
1585947600,"Пятница, 3 апреля
21:00 (UTC)",,14.0,,,,,,,,,65.1,,,,,юго-западный,,,,3,,,,,,,,,,,,20,737,,,2.9,,,,,,2.0,,
1585958400,"Суббота, 4 апреля
00:00 (UTC)",,10.0,,,,,,,,,73.2,,,,,юго-западный,,,,2,,,,,,,,,,,,20,738,,,2.0,,,,,,7.0,,
1585969200,"Суббота, 4 апреля
03:00 (UTC)",,,,,,,,,,,80.2,,,0.0,,юго-западный,,,,2,,,0,,,,,,0,,,20,740,,,0.1,,,,,,4.0,,
1585980000,"Суббота, 4 апреля
06:00 (UTC)",,,,,,,,,,,89.1,,,,,юго-западный,,,,3,,,,,,,,,,,,10,741,,,1.1,,True,,,,10.0,,
1585990800,"Суббота, 4 апреля
09:00 (UTC)",,,,,,,,,,,93.7,,,,,западный,True,,,3,,,,,,,,,,,,20,743,,,1.4,,,,,,9.0,,
1586001600,"Суббота, 4 апреля
12:00 (UTC)",,11.0,,True,,,,,,,72.6,,,,,западный,,,,5,,,,,,,,,,,,20,745,,,1.9,,,,,,9.0,,
1586012400,"Суббота, 4 апреля
15:00 (UTC)",,12.0,,True,,,,,,,69.8,,,,,западный,,,4.0,3,,,3,,,,,,,,,20,747,,,1.0,,,,,,9.0,,
1586023200,"Суббота, 4 апреля
18:00 (UTC)",,,,,,True,,,,,79.8,,,,,западный,,,,1,,,,,,,,,,,,20,749,,,-2.9,,,,,,0.0,,
1586034000,"Суббота, 4 апреля
21:00 (UTC)",,,,,,,,,,,76.1,,,,,западный,,,,2,,,,,,,,,,,,20,750,,,-3.4,,,,,,0.0,,
1586044800,"Воскресенье, 5 апреля
00:00 (UTC)",,,,,,,,,,,83.4,,,,,юго-западный,,,,1,,,,,,,,,,,,20,750,,,-4.0,,,,,,0.0,,
1586055600,"Воскресенье, 5 апреля
03:00 (UTC)",,,,,,,,,,,87.3,,,-5.1,,юго-западный,,,,2,,,0,,,,,,3,,,20,750,,,-4.0,,,,,,2.0,,
1586066400,"Воскресенье, 5 апреля
06:00 (UTC)",,,,,,,,,,,69.0,,,,,западный,,,,2,,,,,,,,,,,,20,750,,,0.1,,,,,,7.0,,
1586077200,"Воскресенье, 5 апреля
09:00 (UTC)",,,,,,,,,,,73.3,,,,,северо-западный,,,,3,,,,,,,,,,,,10,751,,,0.1,,,,,,9.0,,True
1586088000,"Воскресенье, 5 апреля
12:00 (UTC)",,11.0,,True,,,,,,,80.8,,,,,северо-западный,,,,3,,,,,,,,,,,,20,752,,,0.1,,,,,,7.0,,
1586098800,"Воскресенье, 5 апреля
15:00 (UTC)",,10.0,,,,True,,,,,53.5,,,,,северо-западный,,,2.6,3,,,0.1,,,,,,,,,20,752,,,1.2,,,,,,6.0,,
1586109600,"Воскресенье, 5 апреля
18:00 (UTC)",,11.0,,,,True,,,,,69.2,,,,,северо-западный,,,,4,,,,,,,,,,,,20,754,,,-1.7,,,,,,0.0,,
1586120400,"Воскресенье, 5 апреля
21:00 (UTC)",,,,,,,,,,,76.2,,,,,северо-западный,,,,3,,,,,,,,,,,,20,755,,,-3.0,,,,,,6.0,,
1586131200,"Понедельник, 6 апреля
00:00 (UTC)",,,,,,,,,,,80.2,,,,,северо-западный,,,,3,,,,,,,,,,,,20,756,,,-3.9,,,,,,0.0,,
1586142000,"Понедельник, 6 апреля
03:00 (UTC)",,,,,,,,,,,81.9,,,-5.1,,северо-западный,,,,3,,,менее 0.1,,,,,,0.1,,,20,757,,,-5.1,,,,,,0.0,,
1586152800,"Понедельник, 6 апреля
06:00 (UTC)",,,,,,,,,,,66.1,,,,,северо-западный,,,,4,,,,,,,,,,,,20,759,,,-1.4,,,,,,0.0,,
1586163600,"Понедельник, 6 апреля
09:00 (UTC)",,,,,,,,,,,27.0,,,,,северный,,,,4,,,,,,,,,,,,20,759,,,1.7,,,,,,6.0,,
1586174400,"Понедельник, 6 апреля
12:00 (UTC)",,10.0,,,,,,,,,44.7,,,,,северо-западный,,,,6,,,,,,,,,,,,20,760,,,1.2,,,,,,6.0,,
1586185200,"Понедельник, 6 апреля
15:00 (UTC)",,10.0,,,,,,,,,38.3,,,,,северо-западный,,,2.6,5,,,0,,,,,,,,,20,761,,,0.8,,,,,,2.0,,
1586196000,"Понедельник, 6 апреля
18:00 (UTC)",,,,,,,,,,,54.5,,,,,северо-западный,,,,2,,,,,,,,,,,,20,761,,,-2.7,,,,,,0.0,,
1586206800,"Понедельник, 6 апреля
21:00 (UTC)",,,,,,,,,,,45.1,,,,,северо-западный,,,,2,,,,,,,,,,,,20,762,,,-3.4,,,,,,0.0,,
1586217600,"Вторник, 7 апреля
00:00 (UTC)",,,,,,,,,,,82.8,,,,,,,,,0,,,,,,,,,,,,20,763,,,-8.0,,,,,,0.0,,
1586228400,"Вторник, 7 апреля
03:00 (UTC)",,,,,,,,,,,77.2,,,-8.6,,юго-западный,,,,2,,,0,,,,,,0,,,20,763,,,-7.4,,,,,,7.0,,
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,,,,,,,,,,54.3,,,,,юго-западный,,,,2,,,,,,,,,,,,20,763,,,-1.8,,,,,,9.0,,
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,,,,,,,,,,26.4,,,,,юго-западный,,,,4,,,,,,,,,,,,20,761,,,2.7,,,,,,10.0,,
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,,,,,,,,,,33.6,,,,,юго-западный,,,,4,,,,,,,True,,,,,20,758,,,3.0,,,,,,9.0,,
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,,,,,,,,,,44.2,,,,,юго-западный,,,5.4,2,,,менее 0.1,,,,,,,,,20,755,,,4.0,,,,,,7.0,,
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,,,,,,,,,,52.9,,,,,южный,,,,3,,,,,,,,,,,,20,753,,,2.1,,,,,,7.0,,
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,,,,,,,,,,60.8,,,,,южный,,,,3,,,,,,,,,,,,20,750,,,2.6,,,,,,7.0,,
1586304000,"Среда, 8 апреля
00:00 (UTC)",,,,,,,,,,,64.9,,,,,южный,,,,2,,,,,,,,,,,,20,747,,,1.9,,,,,,7.0,,
1586314800,"Среда, 8 апреля
03:00 (UTC)",,,,,,,,,,,68.4,,,1.1,,юго-западный,,,,2,,,0,,,,,,менее 0.1,,,20,745,,,1.8,,,,,,9.0,,
1586325600,"Среда, 8 апреля
06:00 (UTC)",,,,,,,,,,,49.8,,,,,северо-западный,,,,3,,,,,,,,,,,,20,745,,,7.3,,,,,,6.0,,
1586336400,"Среда, 8 апреля
09:00 (UTC)",,12.0,,,,,,,,,37.0,,,,,северо-западный,,,,7,,,,,,,,,,,,20,746,,,11.6,,,,,,7.0,,
1586347200,"Среда, 8 апреля
12:00 (UTC)",,12.0,,,,,,,,,45.5,,,,,северо-западный,,,,8,,,,,,,,,,,,20,748,,,9.7,,,,,,4.0,,
1586358000,"Среда, 8 апреля
15:00 (UTC)",,13.0,,,,,,,,,43.2,,,,,северо-западный,,,12.1,5,,,0,,,,,,,,,20,749,,,9.5,,,,,,2.0,,
1586368800,"Среда, 8 апреля
18:00 (UTC)",,,,,,,,,,,65.3,,,,,западный,,,,1,,,,,,,,,,,,20,750,,,3.8,,,,,,1.0,,
1586379600,"Среда, 8 апреля
21:00 (UTC)",,,,,,,,,,,79.5,,,,,юго-западный,,,,1,,,,,,,,,,,,20,750,,,-0.6,,,,,,6.0,,
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,,,,,,,,,,76.6,,,,,юго-западный,,,,3,,,,,,,,,,,,20,748,,,-0.6,,,,,,6.0,,
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,,,,,,,,,,75.9,,,-1.8,,юго-западный,,,,2,,,0,,,,,,0,,,20,747,,,-1.3,,,,,,6.0,,
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,,,,,,,,,,43.9,,,,,юго-западный,,,,4,,,,,,,,,,,,20,745,,,7.7,,,,,,4.0,,
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,13.0,,,,,,,,,34.6,,,,,юго-западный,,,,6,,,,,,,,,,,,20,744,,,11.7,,,,,,7.0,,
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,14.0,,,,,,,,,32.4,,,,,юго-западный,,,,6,,,,,,,,,,,,20,742,,,11.9,,,,,,9.0,,
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,11.0,,,,,,,,,33.4,,,,,юго-западный,,,13.2,3,,,0,,,,,,,,,20,741,,,11.2,,,,,,10.0,,
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,11.0,,,,,,,,,54.8,,,,,юго-западный,,,,1,,,,,,,,,,,,20,740,,,7.4,,,,,,9.0,,
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,,True,,,,,,,,77.4,,,,,северный,,,,1,,,,,,,,,,,,10,740,,,4.5,,,,,,10.0,,
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,,True,,,,,,,,91.1,,,,,северо-западный,,,,2,,,,,,,,,,,,10,740,,,2.6,,,,,,10.0,,
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,,,,,,89.1,,,1.8,,северный,,,,4,,,1,,,,,,1,,,20,741,,,1.9,,,True,,,10.0,,
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,,,,,,,,,77.7,,,1.6,,северный,,,,4,,,,,,,True,,,,,20,742,,,2.4,,,,,,9.0,,
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,12.0,,,,,,,,,66.7,,,,,северо-западный,,,,6,,,,,,,,,,,,20,744,,,3.1,,,,,,7.0,,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,12.0,,,,,,,,,46.0,,,,,северо-западный,,,,6,,,,,,,,,,,,20,745,,,4.2,,,,,,2.0,,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,,,,,,,,,45.0,,,,,северо-западный,,,4.6,3,,,0,,,,,,,,,20,746,,,3.2,,,,,,7.0,,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,,53.5,,,,,северо-западный,,,,2,,,,,,,,,,,,20,747,,,-0.3,,,,,,1.0,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,,81.4,,,,,северный,,,,1,,,,,,,,,,,,20,748,,,-4.4,,,,,,0.0,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,,74.4,,,,,,,,,0,,,,,,,,,,,,20,748,,,-3.3,,,,,,4.0,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,,80.7,,,-6.7,,северный,,,,1,,,0,,,,,,0,,,20,748,,,-4.9,,,,,,7.0,,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,,40.2,,,,,северный,,,,3,,,,,,,,,,,,20,749,,,0.7,,,,,,4.0,,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,,,,,,32.3,,,,,северный,,,,4,,,,,,,,,,,,20,750,,,2.5,,,,,,10.0,,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,,,,,,,,,29.7,,,,,северо-западный,,,,5,,,,,,,,,,,,20,750,,,3.0,,,,,,10.0,,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,,,,,,,,,32.3,,,,,северо-западный,,,3.4,3,,,0,,,,,,,,,20,751,,,2.3,,,,,,1.0,,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,,68.7,,,,,,,,,0,,,,,,,,,,,,20,751,,,-4.0,,,,,,2.0,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,79.4,,,,,,,,,0,,,,,,,,,,,,20,752,,,-5.3,,,,,,0.0,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,,81.3,,,,,северный,,,,1,,,,,,,,,,,,20,752,,,-5.3,,,,,,7.0,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,,71.9,,,-6.9,,северо-западный,,,,2,,,0,,,,,,0,,,20,753,,,-4.6,,,,,,2.0,,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,,55.5,,,,,северный,,,,1,,,,,,,,,,,,20,754,,,0.9,,,,,,0.0,,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,,,,,,,,,42.3,,,,,юго-западный,,,,1,,,,,,,,,,,,20,753,,,2.3,,,,,,7.0,,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,,,,,,,,,,25.3,,,,,северо-западный,,,,1,,,,,,,,,,,,20,752,,,4.6,,,,,,6.0,,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,,,,,,18.6,,,,,,,,5.3,0,,,,,,,,,,,,20,751,,,4.6,,,,,,1.0,,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,,47.6,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,750,,,-1.5,,,,,,0.0,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,51.8,,,,,южный,,,,2,,,,,,,,,,,,20,749,,,-2.0,,,,,,0.0,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,,52.4,,,,,южный,,,,3,,,,,,,,,,,,20,748,,,-1.2,,,,,,7.0,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,,44.5,,,-3.4,,южный,,,,4,,,0,,,,,,0,,,20,745,,,0.4,,,,,,10.0,,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,11.0,,,,,,,,,35.3,,,,,южный,,,,5,,,,,,,,,,,,20,744,,,3.4,,,,,,10.0,,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,10.0,,,,,,,,,34.1,,,,,южный,,,,5,,,,,,,,,,,,20,742,,,6.6,,,,,,10.0,,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,13.0,,,,,,,,,42.3,,,,,южный,,,,5,,,,,,,,,,,,20,741,,,7.7,,,,,,10.0,,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,11.0,,,,,,,,,43.8,,,,,юго-восточный,,,8.4,4,,,менее 0.1,,,,True,,,,,20,740,,,8.3,,,,,,10.0,,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,,40.7,,,,,юго-восточный,,,,5,,,,,,,,,,,,20,740,,,7.6,,,True,,,10.0,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,,42.9,,,,,юго-восточный,,,,4,,,,,,,,,,,,20,738,,,6.4,,,,,,2.0,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,,,,,,,42.6,,,,,юго-восточный,,,,5,,,,,,,,,,,,20,737,,,5.3,,,,,,4.0,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,10.0,,,,,,,,,44.0,,,4.2,,юго-восточный,,,,4,,,0,,,,,,менее 0.1,,,20,736,,,4.7,,,,,,10.0,,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,,38.0,,,,,южный,,,,3,,,,,,,,,,,,20,737,,,7.6,,,,,,9.0,,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,,,,,,,,,,40.1,,,,,юго-западный,,,,3,,,,,,,,,,,,20,738,,,8.7,,,,,,10.0,,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,True,,,,,,,,83.8,,,,,юго-западный,,,,2,,,,,,,,,,,,10,739,,,4.8,,,,,,10.0,,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,True,,,,,,,,83.8,,,,,юго-западный,,,9.4,1,,,1,,,,,,,,,10,740,,,4.7,,,,,,10.0,,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,True,,,,,,,,89.9,,,,,западный,,,,1,,,,,,,,,,,,10,740,,,3.7,,,,,,10.0,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,True,,,,,,,,91.1,,,,,юго-западный,,,,1,,,,,,,,,,,,10,740,,,2.3,,,,,,10.0,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,,91.1,,,,,юго-западный,,,,1,,,,,,,,,,,True,4,740,,,1.5,,,,,,10.0,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,,93.0,,,0.2,,юго-восточный,,,,1,,,0.7,,,,,,2,,True,4,739,,,0.2,,,,,,9.0,,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,84.2,,,0.1,,южный,,,,1,,,,,,,,,,,,20,738,,,2.9,,,,,,9.0,,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,69.5,,,,,восточный,,,,2,,,,,,,,,,,,20,737,,,4.8,,,,,,10.0,,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,,,,,,,,,64.5,,,,,северный,,,,3,,,,,,,,,,,,20,736,,,4.1,,,,,,10.0,,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,,,,,,,91.0,,,,,северный,,,5.7,2,,,0.6,,,,,,,,,10,735,,,0.6,,True,,,,10.0,,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,,,,,,,,,92.3,,,,,северо-западный,,,,4,,,,,,,,,,,,10,733,,,0.5,,True,,,,10.0,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,,,,,,,,,83.9,,,,,западный,,,,3,,,,,,,,,,,,10,732,,,0.6,,True,,,,10.0,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,,76.2,,,,,западный,,,,3,,,,,,,True,,,,,20,731,,,0.2,,,,,,10.0,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,,73.7,,,-0.7,,западный,,,,3,,,0.7,,,,,,1,,,20,729,,,-0.7,,,,,,9.0,,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,73.9,,,,,юго-западный,,,,5,,,,,,,,,,,,20,729,,,0.1,,,,,,10.0,,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,12.0,,,,,,,,,59.9,,,,,западный,,,,5,,,,,,,,,,,,20,728,,,2.4,,,,,,10.0,,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,12.0,,,,,,,,,48.2,,,,,юго-западный,,,,5,,,,,,,,,,,,20,728,,,4.5,,,,,,10.0,,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,11.0,,,,,,,,,48.9,,,,,юго-западный,,,6.0,4,,,менее 0.1,,,,,,,,,20,728,,,4.3,,,,,,10.0,,
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,,,,,,,,,,59.9,,,,,юго-западный,,,,2,,,,,,,,,,,,20,728,,,2.5,,,,,,10.0,,
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,,,,,,,,,,70.8,,,,,западный,,,,1,,,,,,,,,,,,20,728,,,1.0,,,,,,10.0,True,
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,,,,,,,,,,82.7,,,,,западный,,,,2,,,,,,,,,,,,10,729,,,0.2,,True,,,,10.0,,
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,,,,,,,,,,87.7,,,-0.6,,юго-западный,,,,2,,,0.1,,,1.0,,,0.1,,,10,729,,,0.1,,True,,,,10.0,,
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,,,,,,,,,,82.2,,,,,западный,,,,3,,,,,,,,,,,,10,729,,,1.4,,True,,,,10.0,,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,,,,,,,,,,77.1,,,,,западный,,,,3,,,,,,,,,,,,20,731,,,2.6,,,,,,10.0,True,
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,10.0,,,,,,,,,81.2,,,,,северо-западный,,,,3,,,,,,,,,,,,10,732,,,2.5,,,,,,10.0,,True
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,,,,,,,,,,82.2,,,,,северо-западный,,,4.1,3,,,2,,,,,,,,,10,733,,,1.5,,,,,,10.0,,True
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,,,,,True,,,,,82.8,,,,,западный,,,,4,,,,,,,,,,,,20,734,,,1.1,,,,,,9.0,,
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,,,,,,,,,,89.0,,,,,западный,,,,1,,,,,,,,,,,,10,734,,,0.1,,True,,,,10.0,,
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,,,,,True,,,,,85.7,,,,,западный,,,,2,,,,,,,,,,,,20,735,,,-0.2,,,,,,6.0,,
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,,,,,,,,,,90.9,,,-0.5,,западный,,,,2,,,0.8,,,97.0,,,2,,,2,735,,True,-0.4,,,,,,10.0,,
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,,,,,True,,,,,75.3,,,,,северо-западный,,,,4,,,,,,,,,,,,20,736,,,1.5,,,,,,6.0,,
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,,,,,,,,,,88.5,,,,,северо-западный,,,,4,,,,,,,,,,,,10,737,,,1.9,,,,,,7.0,,True
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,12.0,,,,,,,,,61.7,,,,,северо-западный,,,,6,,,,,,,,,,,,20,738,,,4.2,,,True,,,7.0,,
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,,,,True,,,,,,67.8,,,,,северо-западный,,,5.6,2,,,2,,,,,,,,,20,739,,,4.0,,,,,,10.0,,
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,,,,,True,,,,,87.7,,,,,юго-западный,,,,1,,,,,,,,,,,,20,741,,,0.8,,,,,,9.0,,
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,,,,,,,,,,92.2,,,,,юго-западный,,,,1,,,,,,,,,,,,20,742,,,-1.9,,,,,,2.0,,
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,,,,,,,,,,92.2,,,,,,,,,0,,,,,,,,,,,,20,743,,,-1.1,,,,,,6.0,,
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,,,,,,,,,,92.2,,,-2.3,,западный,,,,1,,,0.7,,,,,,3,,,20,744,,,-1.1,,,,,,10.0,,
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,,,,,,,,,,86.0,,,,,северо-восточный,,,,1,,,,,,,,,,,,20,745,,,2.4,,,,,,9.0,,
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,,,,,,,,,,51.6,,,,,северный,,,,3,,,,,,,,,,,,20,746,,,5.7,,,,,,9.0,,
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,,,,,,,,,46.8,,,,True,северо-восточный,,,,2,,,,,,,,,,,,20,748,,,7.0,,,,,,7.0,,
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,True,,,,,47.6,,,,,северо-западный,,,7.9,3,,,менее 0.1,,,,,,,,,20,748,,,7.2,,,,,,4.0,,
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,,,,,,,,,,79.2,,,,,,,,,0,,,,,,,True,,,,,20,749,,,1.3,,,,,,7.0,,
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,,,85.0,,,,,северо-западный,,,,2,,,,,,,,,,,,20,750,,,-0.9,,,,,,6.0,,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,,,,,,,90.1,,,,,юго-западный,,,,1,,,,,,,,,,,,20,750,,,-1.9,,,,,,7.0,,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,,,,,,83.9,,,-2.6,,северо-западный,,,,2,,,0,,,,,,менее 0.1,,,20,751,,,0.4,,,,,,7.0,,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,,,70.8,,,,,северный,,,,2,,,,,,,,,,,,20,751,,,3.4,,,,,,9.0,,
