timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1585882800,"Пятница, 3 апреля
03:00 (UTC)",,,,,,,,,,,20,717,,,0.0,,56.6,,,,северо-восточный,2,,,1.0
1585893600,"Пятница, 3 апреля
06:00 (UTC)",,,,,,,,,,,50,716,,,5.8,,32.6,,,,восточный,5,,,1.0
1585904400,"Пятница, 3 апреля
09:00 (UTC)",,,,,,,,,,,50,716,,,8.2,,39.1,,,,восточный,7,,,2.0
1585915200,"Пятница, 3 апреля
12:00 (UTC)",,,,,0,,,,,,50,715,,,3.7,,57.1,,,,северо-восточный,6,,8.5,2.0
1585926000,"Пятница, 3 апреля
15:00 (UTC)",,,,,,,,,,,10,715,,,-0.5,,73.2,,,,восточный,2,,,2.0
1585936800,"Пятница, 3 апреля
18:00 (UTC)",,,,,,,,,,,10,716,,,-3.0,,83.5,,,,северо-восточный,2,,,1.0
1585947600,"Пятница, 3 апреля
21:00 (UTC)",,,,,,,,,,,10,717,,,-3.7,,85.3,,,,северо-восточный,9,,,1.0
1585958400,"Суббота, 4 апреля
00:00 (UTC)",,,,,0,,0.0,,0,,50,717,,,-4.0,,80.2,-4.2,,,северо-восточный,9,,,1.0
1585969200,"Суббота, 4 апреля
03:00 (UTC)",,,,,,,,,,,50,718,,,1.9,,60.6,,,,восточный,4,,,2.0
1585980000,"Суббота, 4 апреля
06:00 (UTC)",,,,,,,,,,,50,717,,,8.3,,41.9,,,,,7,,,0.0
1585990800,"Суббота, 4 апреля
09:00 (UTC)",,,,,,,,,,,50,714,,,10.6,,35.6,,,,восточный,6,,,2.0
1586001600,"Суббота, 4 апреля
12:00 (UTC)",,,,,0,,,,,,50,714,,,6.1,,51.7,,,,северо-восточный,2,,11.1,2.0
1586012400,"Суббота, 4 апреля
15:00 (UTC)",,,,,,,,,,,10,714,,,0.8,,75.1,,,,северный,0,,,1.0
1586023200,"Суббота, 4 апреля
18:00 (UTC)",,,,,,,,,,,10,713,,,-0.7,,83.2,,,,,7,,,0.0
1586034000,"Суббота, 4 апреля
21:00 (UTC)",,,,,,,,,,,10,712,,,0.0,,80.2,,,,западный,10,,,2.0
1586044800,"Воскресенье, 5 апреля
00:00 (UTC)",,,,,0,,0.0,,0,,50,712,,,2.6,,77.1,-1.5,,,юго-восточный,9,,,1.0
1586055600,"Воскресенье, 5 апреля
03:00 (UTC)",,,,,,,,,,,50,712,,,3.5,,66.7,,,,восточный,9,,,2.0
1586066400,"Воскресенье, 5 апреля
06:00 (UTC)",,,,,,,,,,,10,712,True,,2.7,,91.1,,,,северо-восточный,10,,,1.0
1586077200,"Воскресенье, 5 апреля
09:00 (UTC)",,,,,,,,,,True,10,711,,,3.7,,91.9,,,,юго-западный,10,,,2.0
1586088000,"Воскресенье, 5 апреля
12:00 (UTC)",,,,,3,,,,,True,20,711,,,2.2,,91.1,,,,северо-восточный,10,,4.8,1.0
1586098800,"Воскресенье, 5 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,1.0,,94.4,,,True,восточный,9,,,1.0
1586109600,"Воскресенье, 5 апреля
18:00 (UTC)",,,,,,,,,,True,10,710,,,0.8,,97.9,,,,,10,,,0.0
1586120400,"Воскресенье, 5 апреля
21:00 (UTC)",,,,,,,,,,,10,709,,,1.3,,91.7,,,True,юго-западный,10,,,2.0
1586131200,"Понедельник, 6 апреля
00:00 (UTC)",,,,,0.4,,0.0,,4,,50,710,,,1.4,,92.4,0.6,,True,,9,,,0.0
1586142000,"Понедельник, 6 апреля
03:00 (UTC)",,,,,,,,,,,10,711,,,3.2,,91.2,,,,восточный,10,,,2.0
1586152800,"Понедельник, 6 апреля
06:00 (UTC)",,,,,,,,,,,20,711,,,5.9,,72.8,,,,восточный,6,,,3.0
1586163600,"Понедельник, 6 апреля
09:00 (UTC)",,,,,,,,,,,50,710,,,7.4,,60.7,,,,восточный,4,,,3.0
1586174400,"Понедельник, 6 апреля
12:00 (UTC)",,,,,0,,,,,,50,711,,,6.1,,64.4,,,,восточный,0,,8.0,2.0
1586185200,"Понедельник, 6 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,1.0,,88.4,,,,,0,,,0.0
1586196000,"Понедельник, 6 апреля
18:00 (UTC)",,,,,,,,,,,10,711,,,-2.0,,88.8,,,,,4,,,0.0
1586206800,"Понедельник, 6 апреля
21:00 (UTC)",,,,,,,,,,,10,711,,,-3.2,,90.7,,,,,6,,,0.0
1586217600,"Вторник, 7 апреля
00:00 (UTC)",,,,,0,,0.0,,0,,50,712,,,-2.1,,95.7,-3.5,,,северо-восточный,9,,,1.0
1586228400,"Вторник, 7 апреля
03:00 (UTC)",,,,,,,,,,,50,712,,,2.7,,78.9,,,,восточный,7,,,2.0
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,,,,,,,,,,50,712,,,8.4,,60.9,,,,северо-восточный,7,,,2.0
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,,,,,,,True,,,50,711,,,9.0,,54.4,,,,восточный,7,,,2.0
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,,,,0.3,,,,,,50,710,,,8.0,,52.6,,,True,восточный,2,,10.0,1.0
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,3.4,,72.9,,,,северный,0,,,2.0
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,,,,,,,,,,10,711,,,0.1,,88.3,,,,северо-восточный,0,,,1.0
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,,,,,,,,,,10,711,,,-1.6,,88.8,,,,северо-восточный,0,,,1.0
1586304000,"Среда, 8 апреля
00:00 (UTC)",,,,,0,,0.0,,0.3,,50,711,,,-1.5,,94.3,-1.6,,,восточный,0,,,1.0
1586314800,"Среда, 8 апреля
03:00 (UTC)",,,,,,,,,,,50,711,,,6.8,,61.0,-1.7,,,восточный,0,,,1.0
1586325600,"Среда, 8 апреля
06:00 (UTC)",,,,,,,,,,,50,711,,,12.1,,46.2,,,,северный,2,,,1.0
1586336400,"Среда, 8 апреля
09:00 (UTC)",,,,,,,,,,,50,710,,,,,,,,,северо-западный,0,,,1.0
1586347200,"Среда, 8 апреля
12:00 (UTC)",,,,,0,,,,,,50,710,,,10.6,,51.4,,,,восточный,7,,16.5,1.0
1586358000,"Среда, 8 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,5.3,,70.6,,,,северо-восточный,2,,,1.0
1586368800,"Среда, 8 апреля
18:00 (UTC)",,,,,,,,,,,10,712,,,1.8,,81.7,,,,северо-восточный,5,,,2.0
1586379600,"Среда, 8 апреля
21:00 (UTC)",,,,,,,,,,,10,712,,,1.7,,76.4,,,,северо-западный,9,,,1.0
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,,,,0,,0.0,,0,,50,712,,,-0.6,,85.7,-1.4,,,,9,,,0.0
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,,,,,,,,,,50,713,,,10.5,,32.0,,,,восточный,6,,,3.0
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,,11.0,,,,,,,,50,711,,,13.8,,22.6,,,,восточный,7,,,4.0
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,,,,,,,,,,50,710,,,16.0,,21.3,,,,восточный,9,,,2.0
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,,,,0,,,,,,50,710,,,13.8,,29.1,,,,северо-восточный,7,,17.2,1.0
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,6.3,,44.9,,,,,7,,,0.0
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,,,,,,,,,,10,712,,,3.6,,66.8,,,,северо-восточный,6,,,1.0
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,,,,,,,,,,10,712,,,-0.8,,81.3,,,,,6,,,0.0
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,,,,0,,0.0,,0,,50,713,,,0.6,,86.4,-1.8,,,северный,7,,,1.0
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,,,,,,50,713,,,9.1,,41.2,,,,северный,9,,,3.0
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,,,,,,,,,50,712,,,15.1,,26.7,,,,северный,9,,,3.0
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,,,,,,,,,,50,711,,,17.2,,21.0,,,,северо-западный,9,,,3.0
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,13.0,,0,,,,,,50,712,,,11.0,,37.6,,,,северо-западный,10,,18.1,4.0
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,10.0,,,,,,,,10,715,,,6.8,,50.4,,,,северный,10,,,3.0
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,,10,716,,,4.5,,60.4,,,,северо-западный,9,,,2.0
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,,10,717,,,3.3,,61.5,,,,северо-западный,9,,,1.0
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,0,,,,0,,50,717,,,1.6,,61.5,1.2,,,северо-западный,7,,,2.0
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,,50,717,,,4.8,,47.2,,,,северный,7,,,4.0
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,,50,715,,,10.1,,36.5,,,,западный,5,,,1.0
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,,,,,,50,714,,,11.5,,26.1,,,,северо-западный,9,,,1.0
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,,,0,,,,,,50,714,,,10.8,,38.1,,,,восточный,0,,12.5,2.0
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,,,,,,,,,10,714,,,3.9,,71.9,,,,,0,,,0.0
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,,10,714,,,-0.2,,87.6,,,,,0,,,0.0
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,10,714,,,-1.8,,91.5,,,,,0,,,0.0
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,0,True,,,0,,0,714,,,-2.6,,92.8,-2.8,,,северо-восточный,7,,,1.0
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,,20,714,,,3.3,,76.1,,,True,восточный,4,,,1.0
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,,50,711,,,11.8,,45.8,,,True,северный,7,,,1.0
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,,,,,,,,,50,709,,,14.8,,19.0,,,,юго-восточный,9,,,1.0
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,,,,0,,,,,,50,708,,,14.2,,28.1,,,,,9,,15.3,0.0
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,,,,,,10,708,,,5.1,,62.8,,,,южный,0,,,1.0
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,,10,708,,,2.2,,73.2,,,,северо-восточный,0,,,1.0
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,10,707,,,0.0,,83.9,,,,северный,0,,,1.0
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,0,,,,0,,50,707,,,-0.8,,81.3,-1.3,,,восточный,7,,,1.0
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,,50,707,,,8.3,,50.4,,,,,7,,,0.0
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,,,,,,,,,50,706,,,14.9,,27.3,,,,западный,7,,,2.0
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,,,,,,,,,,50,705,,,17.3,,18.9,,,,восточный,7,,,1.0
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,,,,0,,,,,,50,705,,,15.3,,26.4,,,,южный,7,,18.5,1.0
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,,,,,,,,,,10,706,,,6.3,,54.9,,,,,2,,,0.0
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,,10,706,,,2.4,,71.6,,,,северо-восточный,4,,,1.0
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,,10,706,,,1.8,,68.9,,,,северо-восточный,6,,,1.0
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,0,,,,0,,50,707,,,2.6,,59.9,1.1,,,северо-восточный,9,,,1.0
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,,,,,,,,,,50,707,,,7.7,,36.6,,,,северо-восточный,9,,,1.0
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,,50,707,,,15.0,,21.2,,,,юго-восточный,7,,,1.0
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,,,,,,,,,,50,706,,,17.3,,18.9,,,,западный,9,,,2.0
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,,,0,,,,,,50,706,,,17.1,,24.8,,,,,7,,18.0,0.0
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,,,,,,10,707,,,10.5,,43.2,,,,северо-западный,5,,,2.0
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,,10,708,,,5.5,,63.4,,,,,4,,,0.0
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,,,10,708,,,4.5,,66.5,,,,северо-восточный,7,,,1.0
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,0,,,,0,,50,709,,,3.6,,66.8,1.6,,,,6,,,0.0
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,,50,709,,,12.0,,24.5,,,,восточный,6,,,2.0
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,50,708,,,18.0,,16.2,,,,восточный,4,,,2.0
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,50,706,,,19.3,,23.8,,,,северный,6,,,1.0
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,,,0,,,,,,50,706,,,19.2,,24.3,,,,,4,,20.8,0.0
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,,,,,,,10,706,,,9.4,,52.6,,,,,0,,,0.0
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,,,,,,,,,10,707,,,6.1,,63.1,,,,северный,0,,,1.0
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,,,,,,,,,10,709,,,5.6,,63.4,,,,юго-западный,7,,,1.0
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,0,,,,0,,50,710,,,5.3,,66.2,3.3,,,северо-восточный,10,,,1.0
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,True,20,712,,,9.6,,56.6,,,,,10,,,0.0
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,50,712,,,13.2,,45.2,,,True,северо-западный,7,,,4.0
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,,,,,,,,,,50,711,,,12.6,,46.4,,,,северный,9,,,4.0
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,,,,менее 0.1,,,,,,50,711,,,11.6,,46.4,,,,северо-западный,9,,14.1,2.0
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,9.8,,48.7,,,,северо-западный,7,,,1.0
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,,,,,,,,,,10,712,,,6.3,,57.4,,,,северо-западный,0,,,2.0
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,,,,,,,,,,10,712,,,3.1,,69.2,,,,южный,0,,,1.0
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,,,,0,,,,менее 0.1,,50,712,,,2.0,,71.0,1.1,,,западный,5,,,2.0
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,,,,,,,,,,50,712,,,8.7,,40.1,,,,северо-западный,7,,,1.0
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,,,,,,,,,,50,710,,,14.0,,24.8,,,,юго-восточный,7,,,2.0
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,,,,,,,,,,50,709,,,15.2,,21.0,,,,юго-западный,7,,,4.0
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,,11.0,,0,,,,,,50,709,,,11.0,,33.1,,,,северный,9,,16.0,5.0
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,,,,,,,,,,10,711,,,7.1,,44.1,,,,западный,9,,,2.0
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,,,,,,,,,,10,712,,,5.5,,46.0,,,,северный,9,,,2.0
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,,,,,,,,,,10,713,,,4.3,,52.3,,,,северо-западный,9,,,2.0
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,,,,0,,,,0,,50,714,,,3.1,,62.8,2.6,,,северо-западный,9,,,3.0
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,,10.0,,,,,,,,50,715,,,8.1,,40.0,,,,северный,1,,,2.0
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,,,,,,,,,,50,714,,,11.9,,21.2,,,,восточный,4,,,1.0
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,,,,,,,,,,50,713,,,13.9,,21.9,,,,юго-западный,5,,,2.0
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,,,,0,,,,,,50,713,,,13.0,,21.4,,,,северо-западный,5,,14.5,1.0
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,,,,,,,,,,10,715,,,6.0,,38.7,,,,,0,,,0.0
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,,,,,,,,,,10,715,,,0.6,,63.6,,,,,2,,,0.0
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,,,,,,,,,,10,716,,,0.2,,74.5,,,,северо-восточный,0,,,2.0
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,,,,0,,,,0,,50,717,,,-0.4,,67.4,-2.4,,,северо-восточный,0,,,1.0
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,,,,,,,,,,50,716,,,8.3,,38.0,,,,восточный,0,,,1.0
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,,,,,,,,,,50,715,,,13.5,,21.8,,,,западный,0,,,1.0
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,,,,,,,,,,50,714,,,15.5,,12.5,,,,северо-восточный,0,,,2.0
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,,,0,,,,,,50,713,,,15.3,,17.8,,,,,0,,16.6,0.0
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,,,,,,10,714,,,4.0,,40.9,,,,,0,,,0.0
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,,,,,,,,,,10,714,,,2.9,,48.9,,,,,0,,,0.0
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,,,10,715,,,-1.4,,63.6,,,,восточный,2,,,1.0
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,0,,,,0,,50,716,,,1.0,,71.9,-3.0,,,северо-восточный,0,,,1.0
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,,,,,,50,716,,,10.0,,40.8,,,,восточный,0,,,2.0
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,,,50,714,,,16.4,,17.4,,,,юго-западный,0,,,2.0
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,,,,,,,,,,50,713,,,18.3,,14.1,,,,южный,0,,,1.0
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,,,,0,,,,,,50,712,,,17.4,,13.9,,,,южный,4,,19.0,1.0
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,,,,,,,,,,10,712,,,6.4,,42.6,,,,южный,2,,,1.0
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,,,,,,,,,,10,713,,,5.6,,39.2,,,,,0,,,0.0
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,,,,,,,,,,10,713,,,3.0,,59.1,,,,северо-восточный,6,,,1.0
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,,,,0,,,,0,,50,714,,,2.9,,42.5,1.1,,,северо-восточный,6,,,1.0
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,,,,,,,,,,50,715,,,12.2,,21.0,,,,северо-восточный,2,,,2.0
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,,,,,,,,,,50,714,,,18.4,,14.3,,,,северо-западный,1,,,1.0
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,,,,,,,,,,50,713,,,19.8,,10.2,,,,южный,1,,,1.0
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,,,,0,,,,,,50,712,,,19.2,,10.1,,,,южный,2,,20.7,2.0
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,,,,,,,,,,10,713,,,10.8,,25.3,,,,северо-восточный,0,,,1.0
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,,,,,,,,,10,714,,,4.5,,48.2,,,,,0,,,0.0
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,,,,,,,,,10,714,,,2.2,,44.0,,,,северо-восточный,0,,,1.0
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,0,,,,0,,50,715,,,1.8,,44.5,-0.4,,,,5,,,0.0
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,50,715,,,11.5,,30.2,,,,восточный,7,,,2.0
1587535200,"Среда, 22 апреля
06:00 (UTC)",,,,,,,,,,,50,713,,,19.0,,11.6,,,,восточный,5,,,2.0
1587546000,"Среда, 22 апреля
09:00 (UTC)",,,,,,,,,,,50,712,,,21.7,,11.1,,,,юго-западный,2,,,2.0
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,,,0,,,,,,50,712,,,20.3,,12.8,,,,северо-восточный,0,,22.5,1.0
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,,,,,,,,,10,712,,,11.4,,24.9,,,,северный,2,,,1.0
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,,,,,,,,,10,713,,,5.7,,42.0,,,,северо-восточный,0,,,1.0
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,10,713,,,4.3,,37.0,,,,северный,2,,,1.0
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,0,,,,0,,50,714,,,3.7,,43.1,1.0,,,восточный,5,,,1.0
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,50,713,,,14.2,,20.1,,,,северо-восточный,5,,,1.0
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,50,712,,,22.0,,10.1,,,,восточный,2,,,2.0
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,,,,,,,,50,710,,,24.2,,9.5,,,,восточный,4,,,1.0
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,0,,,,,,50,709,,,24.3,,10.9,,,,северо-восточный,5,,25.7,1.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,,,,10,709,,,13.7,,23.3,,,,северо-восточный,0,,,2.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,10,710,,,9.1,,37.6,,,,северный,0,,,1.0
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,10,710,,,7.1,,36.2,,,,северо-восточный,1,,,2.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,0,,,,0,,50,711,,,7.3,,39.4,3.4,,,северо-восточный,9,,,2.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,50,712,,,15.5,,26.0,,,,северо-восточный,6,,,2.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,50,710,,,22.3,,18.8,,,,северный,7,,,1.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,50,708,,,27.0,,19.1,,,,западный,9,,,1.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,0,,,,,,50,708,,,,,,,,,,5,,27.6,0.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,10,708,,,13.4,,35.9,,,,,2,,,0.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,10,709,,,11.4,,37.5,,,,северо-восточный,0,,,2.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,10,709,,,7.7,,50.6,,,,северо-восточный,0,,,1.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,0,,,,0,,50,710,,,7.9,,49.9,5.2,,,,0,,,0.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,50,710,,,19.2,,27.1,,,,восточный,0,,,2.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,50,708,,,27.1,,13.7,,,,восточный,2,,,2.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,50,706,,,30.0,,10.8,,,,северо-восточный,2,,,2.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,0,,,,,,50,706,,,28.4,,9.4,,,,южный,4,,30.6,3.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,10,707,,,16.3,,18.0,,,,,2,,,0.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,10,708,,,11.7,,31.9,,,,северный,0,,,2.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,10,709,,,8.8,,47.7,,,,восточный,0,,,1.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,0,,,,0,,50,710,,,8.9,,40.8,6.0,,,северо-восточный,2,,,1.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,50,710,,,17.6,,20.5,,,,северный,4,,,1.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,50,709,,,25.7,,11.7,,,,северо-западный,7,,,2.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,50,707,,,26.8,,11.5,,,,северо-западный,9,,,2.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,0,,,,,,50,707,,,24.3,,21.8,,,,западный,9,,27.7,2.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,10.0,,,,,,,,10,708,,,20.8,,25.4,,,,северо-западный,10,,,4.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,11.0,,,,,,,,10,708,,,18.8,,27.8,,,,северный,9,,,4.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,10,709,,,13.6,,43.1,,,,северный,9,,,1.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,0,,,,0,,20,709,,,10.5,,51.0,10.4,,,северо-восточный,9,,,1.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,50,709,,,17.3,,35.0,,,,северо-западный,9,,,2.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,20,707,,,21.4,,27.5,,,,северо-западный,9,,,1.0
