timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Мгла,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1585882800,"Пятница, 3 апреля
03:00 (UTC)",,,,,,,,,,,95.1,-0.1,юго-восточный,,,3.0,,,0,,0,,True,,,2.0,721,,,0.5,,,10.0
1585893600,"Пятница, 3 апреля
06:00 (UTC)",,,,,,,,,,,95.1,,юго-восточный,,,5.0,,,,,,,True,,,2.0,721,,,1.1,,,10.0
1585904400,"Пятница, 3 апреля
09:00 (UTC)",,,,,,,,,,,72.2,,юго-восточный,,,5.0,,,,,,,,,,20.0,721,,,5.3,,,9.0
1585915200,"Пятница, 3 апреля
12:00 (UTC)",,,,,,,,,,,61.3,,юго-восточный,,,5.0,,,,,,,,,,20.0,721,,,8.1,,,2.0
1585926000,"Пятница, 3 апреля
15:00 (UTC)",,,,,,,,,,,74.7,,южный,,8.6,6.0,,,0,,,,,,,20.0,721,,,4.7,,,2.0
1585936800,"Пятница, 3 апреля
18:00 (UTC)",,,,,,,,,,,94.4,,южный,,,6.0,,,,,,,,,,20.0,722,,,1.2,,,2.0
1585947600,"Пятница, 3 апреля
21:00 (UTC)",,,,,,,,,,,95.8,,южный,,,4.0,,,,,,,,,,10.0,722,,,0.6,,,0.0
1585958400,"Суббота, 4 апреля
00:00 (UTC)",,,,,,,,,,,95.1,,южный,,,3.0,,,,,,,,,,10.0,722,,,1.3,,,4.0
1585969200,"Суббота, 4 апреля
03:00 (UTC)",,,,,,,,,,,88.6,0.0,северо-западный,,,1.0,,,0,,0,,,,,20.0,724,,,2.8,,,6.0
1585980000,"Суббота, 4 апреля
06:00 (UTC)",,,,,,,,,,,73.0,,южный,,,1.0,,,,,,,,,,20.0,725,,,6.9,,,9.0
1585990800,"Суббота, 4 апреля
09:00 (UTC)",,,,,,,,,,,32.6,,западный,,,5.0,,,,,,,,,,20.0,725,,,14.0,,,7.0
1586001600,"Суббота, 4 апреля
12:00 (UTC)",,,,,,,,,,,34.5,,северо-западный,,,4.0,,,,,,,,,,20.0,725,,,14.6,,,7.0
1586012400,"Суббота, 4 апреля
15:00 (UTC)",,,,,,,,,,,33.9,,западный,,15.7,2.0,,,0,,,,,,,20.0,726,,,14.5,,,2.0
1586023200,"Суббота, 4 апреля
18:00 (UTC)",,,,,,,,,,,44.3,,северо-западный,,,2.0,,,,,,,,,,20.0,727,,,10.1,,,4.0
1586034000,"Суббота, 4 апреля
21:00 (UTC)",,,,,,,,,,,48.3,,северо-западный,,,2.0,,,,,,,,,,20.0,727,,,8.5,,,4.0
1586044800,"Воскресенье, 5 апреля
00:00 (UTC)",,,,,,,,,,,48.6,,северо-западный,,,2.0,,,,,,,,,,20.0,727,,,8.5,,,9.0
1586055600,"Воскресенье, 5 апреля
03:00 (UTC)",,,,,,,,,,,48.1,6.6,северо-западный,,,3.0,,,0,,0,,,,,20.0,727,,,7.7,,,10.0
1586066400,"Воскресенье, 5 апреля
06:00 (UTC)",,,,,,,,,,,30.2,,северо-западный,,,3.0,,,,,,,,,,20.0,727,,,9.4,,,10.0
1586077200,"Воскресенье, 5 апреля
09:00 (UTC)",,,,,,,,,,,29.0,,северо-западный,,,3.0,,,,,,,,,,20.0,727,,,11.5,,,10.0
1586088000,"Воскресенье, 5 апреля
12:00 (UTC)",,,,,,,,,,,27.5,,северный,,,4.0,,,,,,,,,,20.0,727,,,12.8,,,10.0
1586098800,"Воскресенье, 5 апреля
15:00 (UTC)",,,,,,,,,,,33.9,,северный,,13.5,3.0,,,0,,,,,,,20.0,727,,,11.0,,,7.0
1586109600,"Воскресенье, 5 апреля
18:00 (UTC)",,,,,,,,,,,37.9,,северный,,,2.0,,,,,,,,,,20.0,727,,,9.1,,,9.0
1586120400,"Воскресенье, 5 апреля
21:00 (UTC)",,,,,,,,,,,29.7,,северный,,,6.0,,,,,,,,,,20.0,727,,,6.0,,,10.0
1586131200,"Понедельник, 6 апреля
00:00 (UTC)",,,,,,,,,,,35.7,,северный,,,2.0,,,,,,,,,,20.0,728,,,2.9,,,6.0
1586142000,"Понедельник, 6 апреля
03:00 (UTC)",,,,,,,,,,,37.4,2.8,северный,,,5.0,,,0,,0,,,,,20.0,729,,,2.8,,,9.0
1586152800,"Понедельник, 6 апреля
06:00 (UTC)",,11.0,,,,,,,,,36.4,1.6,северный,,,6.0,,,,,,,,,,20.0,731,,,3.3,,,2.0
1586163600,"Понедельник, 6 апреля
09:00 (UTC)",,13.0,,,,,,,,,24.0,,северо-западный,,,5.0,,,,,,,,,,20.0,731,,,6.3,,,0.0
1586174400,"Понедельник, 6 апреля
12:00 (UTC)",,11.0,,,,,,,,,21.7,,северо-западный,,,6.0,,,,,,,,,,20.0,732,,,8.0,,,0.0
1586185200,"Понедельник, 6 апреля
15:00 (UTC)",,11.0,,,,,,,,,20.8,,северо-западный,,8.3,6.0,,,0,,,,,,,20.0,733,,,6.7,,,0.0
1586196000,"Понедельник, 6 апреля
18:00 (UTC)",,,,,,,,,,,28.5,,западный,,,4.0,,,,,,,,,,20.0,734,,,3.5,,,0.0
1586206800,"Понедельник, 6 апреля
21:00 (UTC)",,,,,,,,,,,28.1,,западный,,,2.0,,,,,,,,,,20.0,734,,,2.2,,,0.0
1586217600,"Вторник, 7 апреля
00:00 (UTC)",,,,,,,,,,,27.6,,западный,,,3.0,,,,,,,,,,20.0,733,,,1.4,,,0.0
1586228400,"Вторник, 7 апреля
03:00 (UTC)",,,,,,,,,,,25.2,0.4,северо-западный,,,2.0,,,0,,0,,,,,20.0,733,,,2.2,,,0.0
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,,,,,,,,,,16.5,,северный,,,4.0,,,,,,,,,,20.0,733,,,7.3,,,0.0
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,,,,,,,,,,21.2,,северный,,,4.0,,,,,,,,,,20.0,733,,,8.1,,,0.0
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,10.0,,,,,,,,,21.2,,северо-восточный,,,4.0,,,,,,,,,,20.0,733,,,8.1,,,0.0
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,15.0,,,,,,,,,22.4,,северо-восточный,,8.8,5.0,,,0,,,,,,,20.0,733,,,5.4,,,0.0
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,,,,,,,,,,30.6,,северо-восточный,,,4.0,,,,,,,,,,20.0,734,,,0.2,,,0.0
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,,,,,,,,,,38.8,,восточный,,,4.0,,,,,,,,,,20.0,734,,,-3.6,,,0.0
1586304000,"Среда, 8 апреля
00:00 (UTC)",,,,,,,,,,,35.9,,юго-восточный,,,3.0,,,,,,,,,,20.0,734,,,-3.2,,,0.0
1586314800,"Среда, 8 апреля
03:00 (UTC)",,,,,,,,,,,41.3,-4.6,юго-восточный,,,4.0,,,0,,0,,,,,20.0,733,,,-4.3,,,0.0
1586325600,"Среда, 8 апреля
06:00 (UTC)",,12.0,,,,,,,,,18.8,,юго-восточный,,,9.0,,,,,,,,,,20.0,732,,,5.4,,,0.0
1586336400,"Среда, 8 апреля
09:00 (UTC)",,13.0,,,,,,,,,15.9,,юго-восточный,,,7.0,,,,,,,,,,20.0,731,,,9.3,,,0.0
1586347200,"Среда, 8 апреля
12:00 (UTC)",,11.0,,,,,,,,,15.6,,юго-восточный,,,7.0,,,,,,,,,,20.0,729,,,11.8,,,0.0
1586358000,"Среда, 8 апреля
15:00 (UTC)",,11.0,,,,,,,,,17.6,,юго-восточный,,12.1,6.0,,,0,,,,,,,20.0,727,,,9.8,,,2.0
1586368800,"Среда, 8 апреля
18:00 (UTC)",,,,,,,,,,,31.6,,юго-восточный,,,4.0,,,,,,,,,,20.0,726,,,3.3,,,2.0
1586379600,"Среда, 8 апреля
21:00 (UTC)",,,,,,,,,,,33.1,,южный,,,2.0,,,,,,,,,,20.0,726,,,1.6,,,4.0
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,,,,,,,,,,42.8,,юго-восточный,,,2.0,,,,,,,,,,20.0,725,,,-0.4,,,2.0
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,,,,,,,,,,43.4,-1.4,юго-восточный,,,1.0,,,0,,0,,,,,20.0,724,,,0.3,,,0.0
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,,,,,,,,,,26.2,,восточный,,,2.0,,,,,,,,,,20.0,724,,,9.7,,,0.0
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,,,,,,,,,,22.3,,юго-восточный,,,2.0,,,,,,,,,,20.0,724,,,13.9,,,0.0
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,,,,,,,,,,17.3,,восточный,,,3.0,,,,,,,,,,20.0,723,,,15.8,,,4.0
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,,,,,,,,,,21.5,,восточный,,16.0,4.0,,,0,,,,,,,20.0,723,,,13.6,,,0.0
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,,,,,,,,,,35.3,,юго-восточный,,,3.0,,,,,,,,,,20.0,723,,,6.8,,,0.0
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,,,,,,,,,,56.9,,юго-восточный,,,4.0,,,,,,,,,,20.0,723,,,4.4,,,0.0
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,,,,,,,,,,75.4,,юго-восточный,,,5.0,,,,,,,,,,20.0,722,,,2.3,,,0.0
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,,,,,,80.9,0.5,южный,,,2.0,,,0,,0,,,,,20.0,722,,,0.5,,,0.0
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,,,,,,,,,54.9,0.4,юго-восточный,,,4.0,,,,,,,,,,20.0,722,,,9.2,,,0.0
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,,,,,,,,,,34.2,,восточный,,,3.0,,,,,,,,,,20.0,721,,,13.8,,,0.0
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,,,,,,,,,28.6,,юго-восточный,,,3.0,,,,,,,,,,20.0,720,,,15.3,,,0.0
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,,,,,,,,,27.6,,восточный,,15.8,4.0,,,0,,,,,,,20.0,720,,,13.3,,,0.0
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,,49.8,,юго-восточный,,,3.0,,,,,,,,,,20.0,720,,,7.6,,,0.0
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,,57.8,,южный,,,3.0,,,,,,,,,,20.0,720,,,6.2,,,0.0
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,,56.9,,юго-западный,,,4.0,,,,,,,,,,20.0,719,,,6.1,,,0.0
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,,58.9,3.7,западный,,,5.0,,,0,,0,,,,,20.0,719,,,7.2,,,0.0
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,14.0,,,,,,,,,43.2,,западный,,,8.0,,,,,,,,,,20.0,720,,,11.7,,,0.0
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,14.0,,,,,,,,,52.7,,западный,,,8.0,,,,,,,,,,20.0,720,,,11.3,,,9.0
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,17.0,,,,,,,,,50.3,,западный,,,11.0,,,,,,,,,,20.0,720,,,12.0,,True,7.0
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,19.0,,,,,,,,,72.6,,северный,,13.1,6.0,,,0,,,,,,,20.0,721,,,7.5,,,10.0
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,,64.2,,северо-западный,,,5.0,,,,,,,,,,20.0,723,,,6.9,,,4.0
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,59.1,,западный,,,4.0,,,,,,,,,,20.0,723,,,6.2,,,7.0
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,,59.6,,западный,,,6.0,,,,,,,,,,20.0,724,,,4.8,,,10.0
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,,66.0,4.4,западный,,,7.0,,,0,,0,,,,,20.0,724,,,4.5,,,9.0
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,15.0,,,,,,,,,56.3,,западный,,,9.0,,,,,,,,,,20.0,724,,,7.1,,,6.0
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,14.0,,,,,,,,,34.5,,северо-западный,,,8.0,,,,,,,,,,20.0,726,,,7.8,,,6.0
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,15.0,,,,,,,,,30.3,,северо-западный,,,9.0,,,,,,,,,,20.0,726,,,7.9,,,7.0
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,13.0,,,,,,,,,29.8,,северо-западный,,8.9,5.0,,,0,,,,,,,20.0,727,,,7.2,,,6.0
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,11.0,,,,,,,,,32.8,,западный,,,4.0,,,,,,,,,,20.0,728,,,4.0,,,0.0
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,33.9,,западный,,,4.0,,,,,,,,,,20.0,728,,,3.2,,,0.0
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,,40.5,,западный,,,3.0,,,,,,,,,,20.0,728,,,0.6,,,0.0
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,,60.0,-0.6,западный,,,3.0,,,0,,0,,,,,20.0,728,,,-0.6,,,0.0
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,,,,,,,,,22.5,-1.2,западный,,,3.0,,,,,,,,,,20.0,729,,,7.7,,,0.0
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,,,,,,,,,,19.0,,северо-западный,,,3.0,,,,,,,,,,20.0,728,,,10.3,,,0.0
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,,,,,,,,,,18.2,,северо-западный,,,3.0,,,,,,,,,,20.0,726,,,12.2,,,0.0
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,,,,,,,,,,20.3,,северный,,12.9,2.0,,,0,,,,,,,20.0,726,,,11.4,,,0.0
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,,31.0,,,,,0.0,,,,,,,,,,20.0,726,,,5.5,,,0.0
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,,33.4,,юго-восточный,,,2.0,,,,,,,,,,20.0,725,,,4.3,,,0.0
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,,,,,,,28.7,,юго-восточный,,,2.0,,,,,,,,,,20.0,724,,,5.7,,,0.0
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,,,,,,,,,,31.4,1.3,юго-восточный,,,3.0,,,0,,0,,,,,20.0,723,,,4.5,,,0.0
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,,30.0,,юго-восточный,,,5.0,,,,,,,,,,20.0,723,,,13.3,,,0.0
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,11.0,,,,,,,,,15.7,,юго-восточный,,,6.0,,,,,,,,,,20.0,722,,,18.5,,,7.0
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,11.0,,,,,,,,,13.6,,юго-восточный,,,4.0,,,,,,,,,,20.0,721,,,20.6,,,7.0
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,,,,,,19.6,,юго-восточный,,20.7,5.0,,,0,,,,,,,20.0,721,,,17.6,,,5.0
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,,28.2,,южный,,,3.0,,,,,,,,,,20.0,721,,,12.5,,,2.0
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,,,32.4,,южный,,,4.0,,,,,,,,,,20.0,721,,,11.0,,,6.0
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,,43.6,,южный,,,4.0,,,,,,,,,,20.0,720,,,8.8,,,6.0
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,,28.7,7.7,южный,,,3.0,,,0,,0,,,,,20.0,719,,,12.6,,,7.0
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,21.4,,южный,,,2.0,,,,,,,,,,20.0,719,,,18.8,,,7.0
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,17.4,,юго-восточный,,,2.0,,,,,,,,,,20.0,717,,,22.7,,,7.0
1586952000,"Среда, 15 апреля
12:00 (UTC)",,13.0,,,,,,,,,25.1,,северо-западный,,,7.0,,,,,,,,,,20.0,718,,,16.3,,,10.0
1586962800,"Среда, 15 апреля
15:00 (UTC)",,15.0,,,,,,,,,55.4,,западный,,22.8,6.0,,,0,,,,,,,20.0,719,,,12.5,,,10.0
1586973600,"Среда, 15 апреля
18:00 (UTC)",,11.0,,,,,,,,,94.6,,северо-западный,,,7.0,,,,,,True,,,,10.0,721,,,5.7,,,10.0
1586984400,"Среда, 15 апреля
21:00 (UTC)",,13.0,,,,,,,,,96.5,,северо-западный,,,5.0,,,,,,True,,,,10.0,722,,,2.5,,,10.0
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,,91.1,,западный,,,3.0,,,,,,,,,,20.0,722,,,2.2,,True,10.0
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,,89.8,2.1,западный,,,3.0,,,3,,3,,,,,10.0,723,,,2.2,,,10.0
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,85.5,,юго-западный,,,4.0,,,,,,,,,,20.0,724,,,3.1,,,10.0
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,,,,,,,,,,58.8,,западный,,,5.0,,,,,,,,,,20.0,724,,,6.8,,,7.0
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,12.0,,,,,,,,,48.2,,западный,,,8.0,,,,,,,,,,20.0,723,,,8.3,,,9.0
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,13.0,,,,,,,,,50.4,,западный,,9.1,7.0,,,0,,,,,,,20.0,723,,,8.3,,,7.0
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,11.0,,,,,,,,,58.1,,западный,,,6.0,,,,,,,,,,20.0,722,,,5.8,,,0.0
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,15.0,,,,,,,,,59.7,,западный,,,8.0,,,,,,,,,,20.0,722,,,5.1,,,0.0
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,13.0,,,,,,,,,69.8,,западный,,,9.0,,,,,,,,,,20.0,722,,,3.7,,,0.0
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,14.0,,,,,,,,,68.4,3.7,западный,,,9.0,,,0,,0,,,,,20.0,721,,,4.4,,,4.0
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,14.0,,,,,,,,,38.0,,западный,,,10.0,,,,,,,,,,20.0,721,,,11.2,,,9.0
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,16.0,,,,,,,,,31.3,,западный,,,8.0,,,,,,,,,,20.0,721,,,15.4,,,9.0
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,18.0,,,,,,,,,28.3,,западный,,,9.0,,,,,,,,,,20.0,720,,,17.2,,,9.0
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,14.0,,,,,,,,,35.5,,западный,,17.6,8.0,,,0,,,,,,,20.0,720,,,13.9,,,7.0
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,12.0,,,,,,,,,41.0,,западный,,,6.0,,,,,,,,,,20.0,721,,,9.6,,,7.0
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,13.0,,,,,,,,,28.7,,западный,,,7.0,,,,,,,,,,20.0,721,,,9.5,,,7.0
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,11.0,,,,,,,,,30.0,,западный,,,6.0,,,,,,,,,,20.0,721,,,9.4,,,9.0
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,10.0,,,,,,,,,41.2,7.9,западный,,,6.0,,,0,,0,,,,,20.0,721,,,8.0,,,9.0
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,,,,,,,,,,41.7,,западный,,,4.0,,,,,,,,,,20.0,722,,,12.8,,,7.0
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,,,,,,,,,,29.6,,западный,,,5.0,,,,,,,,,,20.0,721,,,17.0,,,4.0
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,,,,,,,,,,24.3,,северо-западный,,,5.0,,,,,,,,,,20.0,721,,,18.8,,,4.0
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,,,,,,,,,,30.2,,западный,,19.4,4.0,,,0,,,,,,,20.0,721,,,16.9,,,7.0
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,,,,,,,,,,51.3,,северо-восточный,,,1.0,,,,,,,,,,20.0,722,,,12.8,,,6.0
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,,,,,,,,,,52.7,,северо-западный,,,2.0,,,,,,,,,,20.0,722,,,12.5,,,7.0
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,,,,,,,,,,59.1,,северный,,,2.0,,,,,,,,,,20.0,722,,,9.9,,,6.0
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,,,,,,,,,,65.4,6.3,юго-западный,,,1.0,,,0,,0,,,,,20.0,722,,,8.2,,,6.0
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,,,,,,,,,,50.2,,северный,,,2.0,,,,,,,,,,20.0,722,,,14.1,,,4.0
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,,,,,,,,,,41.1,,западный,,,2.0,,,,,,,,,,20.0,722,,,17.1,,,7.0
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,,,,,,,,,34.0,,северный,,,4.0,,,,,,,,,,20.0,721,,,19.0,,,7.0
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,,,,,,36.2,,северный,,19.1,3.0,,,0,,,,,,,20.0,721,,,17.2,,,7.0
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,,,,,,,,,,46.3,,северо-восточный,,,3.0,,,,,,,,,,20.0,722,,,13.7,,,7.0
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,,,69.2,,южный,,,2.0,,,,,,,,,,20.0,721,,,10.5,,,2.0
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,,,,,,,79.6,,юго-восточный,,,4.0,,,,,,,,,,20.0,720,,,7.7,,,2.0
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,,,,,,74.9,7.7,южный,,,4.0,,,0,,0,,,,,20.0,719,,,8.6,,,5.0
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,,,50.9,,юго-восточный,,,3.0,,,,,,,,,,20.0,718,,,15.4,,,9.0
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,,,,,,,,,,44.0,,северный,,,4.0,,,,,,,,,,20.0,717,,,17.6,,,9.0
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,12.0,,,,,,,,,35.2,,северный,,,7.0,,,,,,,,,,20.0,717,,,17.1,,,9.0
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,11.0,,,,,,,,,62.3,,северный,,20.0,6.0,,,0,,,,,,,20.0,718,,,10.6,,,10.0
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,11.0,True,,,,,,,,93.3,,северо-западный,,,6.0,,,,,,,,,,10.0,719,,,6.3,,,10.0
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,,,,,,True,,,,90.6,,северо-западный,,,3.0,,,,,,,,,,20.0,720,,,4.5,,,10.0
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,,,,,,,,,,91.2,,западный,,,4.0,,,,,,,,,,20.0,721,,,3.4,,True,10.0
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,,,,,,,,,,89.2,1.7,западный,,,3.0,,,4,,4,,,,,10.0,722,,,2.4,,,7.0
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,11.0,,,,,,,,,69.5,,западный,,,8.0,,,,,,,,,,10.0,722,,,7.0,,,7.0
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,11.0,,,,,,,,,52.4,,западный,,,6.0,,,,,,,,,,20.0,722,,,8.8,,,10.0
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,11.0,,,,,,,,,47.7,,западный,,,5.0,,,,,,,,,,20.0,722,,,8.8,,,9.0
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,11.0,,,,,,,,,42.2,,северо-западный,,10.5,5.0,,,0,,,,,,,20.0,722,,,8.2,,,7.0
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,,,,,,,,,48.4,,западный,,,3.0,,,,,,,,,,20.0,723,,,6.5,,,7.0
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,,,,,,,,,57.6,,западный,,,4.0,,,,,,,,,,20.0,723,,,3.9,,,9.0
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,,,,,,,62.5,,западный,,,3.0,,,,,,,,,,20.0,722,,,3.8,,,7.0
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,73.8,2.1,западный,,,3.0,,,0,,0,,,,,20.0,722,,,2.6,,,10.0
1587535200,"Среда, 22 апреля
06:00 (UTC)",,,,,,,,,,,57.9,,западный,,,6.0,,,,,,,,,,20.0,722,,,6.5,,,10.0
1587546000,"Среда, 22 апреля
09:00 (UTC)",,10.0,,,,,,,,,41.6,,западный,,,6.0,,,,,,,,,,20.0,722,,,9.4,,,7.0
1587556800,"Среда, 22 апреля
12:00 (UTC)",,11.0,,,,,,,,,28.3,,западный,,,5.0,,,,,,,,,,20.0,721,,,11.8,,,7.0
1587567600,"Среда, 22 апреля
15:00 (UTC)",,11.0,,,,,,,,,30.6,,северо-западный,,12.1,5.0,,,0,,,,,,,20.0,721,,,9.8,,,6.0
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,,,,,,,,,50.8,,западный,,,3.0,,,,,,,,,,20.0,722,,,5.6,,,2.0
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,46.3,,западный,,,4.0,,,,,,,,,,20.0,722,,,5.4,,,4.0
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,66.0,,западный,,,5.0,,,,,,,,,,20.0,722,,,2.5,,,2.0
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,71.2,1.3,западный,,,5.0,,,0,,0,,,,,20.0,723,,,2.8,,,2.0
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,10.0,,,,,,,,,47.6,,северо-западный,,,5.0,,,,,,,,,,20.0,723,,,8.7,,,2.0
