timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Снег умеренный непрерывный,"Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Снег,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1585882800,"Пятница, 3 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,750.0,,,,-0.2,,,66.9,,-0.3,,восточный,,0.0,,,,2
1585893600,"Пятница, 3 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,5.7,,,44.3,,,,южный,,0.0,,,,1
1585904400,"Пятница, 3 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,10.4,,,30.3,,,,юго-западный,,6.0,,,,2
1585915200,"Пятница, 3 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,11.6,,,26.9,,,,южный,,4.0,,,,2
1585926000,"Пятница, 3 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,749.0,,,,10.6,,,27.9,,,,южный,,0.0,,,12.4,1
1585936800,"Пятница, 3 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,8.2,,,30.6,,,,южный,,0.0,,,,1
1585947600,"Пятница, 3 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,4.3,,,40.0,,,,западный,,0.0,,,,1
1585958400,"Суббота, 4 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,2.9,,,45.6,,,,восточный,,0.0,,,,2
1585969200,"Суббота, 4 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,749.0,,,,1.7,,,50.0,,1.6,,восточный,,0.0,,,,2
1585980000,"Суббота, 4 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,7.3,,,36.0,,,,восточный,,0.0,,,,1
1585990800,"Суббота, 4 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,13.6,,,25.3,,,,западный,,0.0,,,,2
1586001600,"Суббота, 4 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,15.7,,,20.9,,,,западный,,0.0,,,,3
1586012400,"Суббота, 4 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,748.0,,,,14.5,,,21.6,,,,юго-западный,,0.0,,,16.1,1
1586023200,"Суббота, 4 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,12.1,,,27.1,,,,юго-западный,,0.0,,,,2
1586034000,"Суббота, 4 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,8.6,,,36.4,,,,западный,,0.0,,,,1
1586044800,"Воскресенье, 5 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,4.7,,,51.7,,,,северо-западный,,6.0,,,,1
1586055600,"Воскресенье, 5 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,749.0,,,,4.4,,,59.0,,3.7,,северо-западный,,10.0,,,,1
1586066400,"Воскресенье, 5 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,6.3,,,56.1,,,,западный,,10.0,,,,1
1586077200,"Воскресенье, 5 апреля
09:00 (UTC)",,,,,True,,,,,,,,10.0,750.0,,,,4.8,,,73.7,,,,северо-западный,,10.0,,,,2
1586088000,"Воскресенье, 5 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,7.2,,,56.0,,,True,северный,,7.0,,,,2
1586098800,"Воскресенье, 5 апреля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,749.0,,,,7.2,,,33.0,,,,северо-западный,,0.0,,,8.3,2
1586109600,"Воскресенье, 5 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,3.4,,,38.2,,,,,,0.0,,,,0
1586120400,"Воскресенье, 5 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,2.6,,,38.0,,,,,,0.0,,,,0
1586131200,"Понедельник, 6 апреля
00:00 (UTC)",,,,,,,,,,,,,,748.0,,,,0.8,,,53.4,,,,северный,,0.0,,,,1
1586142000,"Понедельник, 6 апреля
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,748.0,,,,3.8,,,35.2,,-1.2,,западный,,7.0,,,,1
1586152800,"Понедельник, 6 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,6.0,,,29.2,,,,северный,,6.0,,,,2
1586163600,"Понедельник, 6 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,7.7,,,25.6,,,,северо-западный,,7.0,,,,2
1586174400,"Понедельник, 6 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,4.5,,,57.8,,,,северо-западный,,10.0,,,,3
1586185200,"Понедельник, 6 апреля
15:00 (UTC)",,,,,,1,,True,,,,,10.0,750.0,,,,1.5,,,79.3,,,,северный,,10.0,,,8.2,1
1586196000,"Понедельник, 6 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,0.8,,,75.1,,,True,северо-западный,,10.0,,,,2
1586206800,"Понедельник, 6 апреля
21:00 (UTC)",,,11.0,,,,,,,,,,10.0,751.0,,,,-0.4,,,66.4,,,True,северо-западный,,10.0,,,,2
1586217600,"Вторник, 7 апреля
00:00 (UTC)",,,12.0,,,,,,,,,,10.0,752.0,,,,-1.2,,,80.0,True,,,северо-западный,,10.0,,,,2
1586228400,"Вторник, 7 апреля
03:00 (UTC)",,,,,,0.3,0.0,,,1,,,10.0,754.0,,,,-1.4,,,92.2,,-1.8,True,северо-западный,,9.0,,,,2
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,1.1,,,72.4,,,True,северо-западный,,7.0,,,,4
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,4.7,,,41.1,,,,северный,,7.0,,,,3
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,756.0,,,,5.5,,,29.8,,,,северо-западный,,4.0,,,,3
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,,10.0,,,0,,,,,,,10.0,756.0,,,,3.6,,,29.0,,,,северо-западный,,2.0,,,5.7,4
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,1.4,,,38.2,,,,западный,,6.0,,,,2
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,-1.0,,,48.9,,,,западный,,0.0,,,,1
1586304000,"Среда, 8 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,-1.5,,,55.7,,,,западный,,6.0,,,,1
1586314800,"Среда, 8 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,753.0,,,,-0.9,,,61.3,,-1.5,,западный,,10.0,,,,1
1586325600,"Среда, 8 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,1.3,,,50.3,,,,юго-западный,,10.0,,,,1
1586336400,"Среда, 8 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,6.2,,,34.8,,,,западный,,7.0,,,,3
1586347200,"Среда, 8 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,8.8,,,33.5,,,,западный,,10.0,,,,2
1586358000,"Среда, 8 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,747.0,,,,9.4,,,37.4,,,,восточный,,10.0,,,9.7,2
1586368800,"Среда, 8 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,8.1,,,46.1,,,,восточный,,6.0,,,,2
1586379600,"Среда, 8 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,5.9,,,54.8,,,,восточный,,10.0,,,,1
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,6.0,,,55.6,,,,западный,,0.0,,,,2
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,4.8,,,61.8,,4.6,,западный,,6.0,,,,2
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,7.9,,,51.8,,,,западный,,0.0,,,,2
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,14.2,,,31.9,,,,западный,,0.0,,,,2
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,16.8,,,29.7,,,,юго-западный,,0.0,,,,2
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,749.0,,,,15.5,,,31.1,,,,юго-западный,,4.0,,,17.2,1
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,11.9,,,42.3,,,,юго-западный,,0.0,,,,2
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,9.4,,,35.5,,,,юго-западный,,6.0,,,,3
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,,11.0,,,,,,,,,,10.0,751.0,,,,9.0,,,34.1,,,,юго-западный,,10.0,,,,3
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,751.0,,,,6.8,,,40.2,,6.8,,южный,,7.0,,,,2
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,10.2,,,43.4,,6.4,,южный,,2.0,,,,3
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,750.0,,,,13.4,,,32.1,,,,южный,,6.0,,,,4
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,12.0,,,,,,,,,,10.0,750.0,,,,14.1,,,27.9,,,,юго-западный,,6.0,,,,4
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,10.0,,,0,,,,,,,10.0,749.0,,,,12.6,,,29.1,,,,южный,,6.0,,,14.2,3
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,9.7,,,28.7,,,,южный,,2.0,,,,2
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,11.0,,,,,,,,,,10.0,749.0,,,,7.9,,,29.6,,,,южный,,2.0,,,,3
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,6.0,,,35.6,,,,южный,,0.0,,,,3
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,749.0,,,,5.2,,,39.1,,5.0,,южный,,9.0,,,,1
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,10.4,,,30.5,,,,южный,,7.0,,,,2
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,747.0,,,,13.3,,,22.6,,,,южный,,10.0,,,,4
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,745.0,,,,13.7,,,22.2,,,,юго-западный,,10.0,,,,3
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,744.0,,,,12.9,,,24.9,,,,южный,,10.0,,,14.1,1
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,10.1,,,32.6,,,,восточный,,6.0,,,,2
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,9.1,,,39.1,,,,восточный,,10.0,,,,2
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,740.0,,,,7.5,,,47.3,,,,восточный,,10.0,,,,3
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,739.0,,,,7.1,,,49.7,,7.1,,восточный,,7.0,,,,3
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,739.0,,,,8.6,,,47.6,,,,восточный,,10.0,,,,2
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,10.0,,True,,,,,,,,10.0,738.0,,,,7.6,,,69.1,,,,юго-восточный,,10.0,,,,3
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,739.0,,,,4.1,,,74.6,,,True,южный,,10.0,,,,2
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,2,,,,,,,10.0,740.0,,,,4.5,,,60.0,,,,восточный,,2.0,,,9.9,1
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,740.0,,,,3.1,,,65.7,,,,северный,,0.0,,,,1
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,0.7,,,93.0,,,,северный,,10.0,,,,1
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,0.5,,,95.7,,,,северо-западный,,10.0,,,,3
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,0,,,,2,,,10.0,742.0,,,,1.0,,,96.5,,0.5,,северо-западный,,10.0,,,,3
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,10.0,,,,,,,,,,4.0,743.0,,,,0.6,,,93.0,,0.2,,северо-западный,,10.0,,True,,4
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,744.0,,,,-0.1,,,86.4,,,True,северо-западный,,10.0,,,,3
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,0.6,,,81.5,True,,,северо-западный,,10.0,,,,2
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,,,,,0.3,,,,,,,10.0,746.0,,,,1.9,,,80.5,,,True,западный,,9.0,,,1.9,2
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,1.9,,,70.5,,,True,западный,,0.0,,,,2
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,0.4,,,73.9,,,,западный,,0.0,,,,1
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,-0.5,,,70.5,,,,западный,,0.0,,,,1
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,-0.3,,,72.2,,-1.7,,западный,,1.0,,,,1
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,5.7,,,46.1,,,,северо-западный,,6.0,,,,1
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,12.3,,,32.1,,,,западный,,10.0,,,,3
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,14.6,,,23.5,,,,южный,,10.0,,,,2
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,747.0,,,,13.0,,,27.3,,,,восточный,,7.0,,,15.6,1
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,10.7,,,34.1,,,,восточный,,2.0,,,,1
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,9.7,,,33.5,,,,юго-западный,,4.0,,,,1
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,7.8,,,35.8,,,,юго-западный,,0.0,,,,1
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,746.0,,,,6.4,,,42.6,,5.9,,южный,,2.0,,,,1
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,10.3,,,42.2,,,,юго-восточный,,7.0,,,,2
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,16.8,,,28.6,,,,южный,,7.0,,,,3
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,13.0,,,,,,,,,,10.0,742.0,,,,15.8,,,32.4,,,,юго-восточный,,10.0,,,,4
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,11.0,,,0,,,,,,,10.0,740.0,,,,14.5,,,40.1,,,,южный,,10.0,,,17.1,2
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,11.0,,True,,,,,,,,10.0,738.0,,,,10.7,,,81.1,,,,южный,,10.0,,,,4
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,12.0,,True,,,,,,,,10.0,740.0,,,,3.7,,,95.2,,,,юго-западный,,10.0,,,,4
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,1.5,,,91.7,,,True,западный,,10.0,,,,2
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,6,,,,6,,,10.0,742.0,,,,1.7,,,87.2,,1.2,,юго-западный,,10.0,,,,2
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,2.6,,,83.6,,,,западный,,10.0,,,,2
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,5.9,,,60.3,,,,западный,,10.0,,,,3
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,7.4,,,50.2,,,,юго-западный,,10.0,,,,3
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,,10.0,,,менее 0.1,,,,,,,10.0,741.0,,,,6.0,,,67.3,,,True,южный,,7.0,,,7.5,1
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,740.0,,,,4.4,,,72.0,,,True,южный,,2.0,,,,2
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,739.0,,,,3.8,,,74.6,,,,южный,,2.0,,,,2
1587081600,"Пятница, 17 апреля
00:00 (UTC)",True,,,,,,,,,,,,10.0,737.0,,,,2.9,,,86.1,,,,юго-восточный,,10.0,,,,2
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,,,,True,0.9,,,,0.9,,,10.0,734.0,,,,3.4,,,88.0,,2.8,,юго-восточный,,10.0,,,,3
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,,11.0,,,,,,,,,True,10.0,732.0,,,,1.7,,,97.2,,0.8,,южный,,10.0,,,,2
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,,12.0,,,,,,,,,True,10.0,733.0,,,,6.0,,,92.0,,,,западный,,10.0,,,,3
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,734.0,,,,8.5,,,62.7,,,True,западный,,10.0,,,,5
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,,10.0,,,10,,,,,,,10.0,735.0,,,,7.7,,,69.6,,,,юго-западный,,4.0,,,8.8,3
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,737.0,,,,6.1,,,76.1,,,True,западный,,7.0,,,,3
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,738.0,,,,4.3,,,82.0,,,True,западный,,6.0,,,,3
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,739.0,,,,3.8,,,77.3,,,True,юго-западный,,7.0,,,,2
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,,,,,менее 0.1,,,,10,,,10.0,740.0,,,,3.1,,,82.4,,3.1,,западный,,10.0,,,,2
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,5.3,,,74.3,,,True,юго-западный,,7.0,,,,3
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,8.9,,,49.5,,,True,юго-западный,,7.0,,,,3
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,,13.0,,,,,,,,,,10.0,743.0,,,,7.3,,,52.0,,,True,юго-западный,,7.0,,,,3
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,744.0,,,,7.5,,,53.2,,,True,западный,,4.0,,,9.3,2
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,5.6,,,60.2,,,True,юго-западный,,0.0,,,,2
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,4.2,,,68.9,,,,юго-западный,,0.0,,,,2
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,2.8,,,76.6,,,,западный,,0.0,,,,2
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,748.0,,,,2.8,,,79.4,,1.8,,западный,,0.0,,,,1
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,6.6,,,62.7,,,,западный,,0.0,,,,2
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,9.4,,,41.9,,,,юго-западный,,2.0,,,,3
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,10.2,,,36.3,,,,западный,,4.0,,,,3
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,750.0,,,,9.5,,,35.5,,,,западный,,7.0,,,10.9,1
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,8.8,,,40.8,,,,,,10.0,,,,0
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,5.8,,,54.4,,,,,,10.0,,,,0
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,3.4,,,67.2,,,,восточный,,4.0,,,,1
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,750.0,,,,5.5,,,65.3,,2.2,,восточный,,0.0,,,,1
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,10.9,,,32.6,,,,восточный,,0.0,,,,1
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,12.9,,,28.1,,,,северо-восточный,,9.0,,,,2
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,14.6,,,23.4,,,,юго-восточный,,10.0,,,,2
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,747.0,,,,13.2,,,26.2,,,,восточный,,10.0,,,14.8,2
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,12.6,,,30.5,,,,восточный,,10.0,,,,2
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",True,,,,,,,,,,,,10.0,744.0,,,,10.0,,,61.7,,,,восточный,,10.0,,,,2
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,,,,True,,,,,,,,10.0,742.0,,,,8.3,,,81.9,,,,восточный,,10.0,,,,3
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,,,,True,2,,,,2,,,10.0,740.0,,,,9.1,,,86.7,,7.9,,восточный,,10.0,,,,3
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,,10.0,,True,,,,,,,,10.0,740.0,,,,8.9,,,97.3,,,,южный,,10.0,,,,2
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,740.0,,,,8.5,,,86.0,,,True,юго-западный,,10.0,,,,1
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,740.0,,,,9.6,,,59.9,,,True,юго-западный,,7.0,,,,3
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,,,,,6,,,,,,,10.0,740.0,,,,8.0,,,60.0,,,,южный,,7.0,,,10.0,3
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,739.0,,,,6.5,,,72.9,,,,южный,,9.0,,,,3
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,737.0,,,,4.6,,,84.4,,,,юго-восточный,,10.0,,,,2
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,735.0,,,,3.9,,,87.4,,,True,южный,,10.0,,,,2
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,менее 0.1,,,,6,,,10.0,733.0,,,,3.5,,,88.0,,3.4,,южный,,10.0,,,,2
1587535200,"Среда, 22 апреля
06:00 (UTC)",True,,,,,,,,,,,,10.0,732.0,,,,3.5,,,88.6,,2.9,,юго-западный,,10.0,,,,3
1587546000,"Среда, 22 апреля
09:00 (UTC)",True,,11.0,,,,,,,,,,10.0,732.0,,,,5.4,,,84.5,,,,юго-западный,,9.0,,,,3
1587556800,"Среда, 22 апреля
12:00 (UTC)",True,,10.0,,,,,,,,,,10.0,732.0,,,,6.2,,,73.9,,,,западный,,9.0,,,,4
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,12.0,,,1,,,True,,,,10.0,733.0,,,,4.9,,,79.2,,,,западный,,6.0,,,7.8,3
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,735.0,,,,2.9,,,87.9,,,True,западный,,10.0,,,,5
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,10.0,,True,,,,,,,,10.0,737.0,,,,1.2,,,95.1,,,,западный,,10.0,,,,4
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,738.0,,,,0.4,,,87.1,True,,,западный,,10.0,,,,4
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,0.3,,,,1,,,10.0,740.0,,,,0.1,,,82.0,,0.0,True,западный,,9.0,,,,4
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,2.8,,,61.3,,,True,западный,,10.0,,,,3
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,11.0,,,,,,,,,,4.0,742.0,,,,1.5,,True,71.4,,,,западный,,10.0,,,,4
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,742.0,,,,6.6,,,30.3,,,True,западный,,4.0,,,,4
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,11.0,,,менее 0.1,,,,,,,10.0,742.0,,,,3.5,,,61.0,,,,северо-западный,,10.0,,,7.1,4
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,742.0,,,,1.9,,,73.7,,,,юго-западный,,2.0,,,,2
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,0.6,,,83.3,,,,западный,,0.0,,,,3
