timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,12.3,,53.0,,,True,северо-западный,6.0,,,3
1589544000,"Пятница, 15 мая
12:00 (UTC)",,13.0,,,,,,,,,,,10,740.0,,,,,12.8,,33.4,,,True,западный,6.0,,,4
1589554800,"Пятница, 15 мая
15:00 (UTC)",,11.0,,менее 0.1,,,,,,,,,10,740.0,,,,,12.5,,33.6,,,,западный,4.0,,,3
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,741.0,,,,,8.0,,51.8,,,,юго-западный,4.0,,13.5,1
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,2.9,,79.5,,,,юго-западный,0.0,,,1
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,0.8,,91.7,,,,,0.0,,,0
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,741.0,,,,,3.7,,76.8,,0.2,,южный,2.0,,,2
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,10.3,,53.6,,0.2,,юго-западный,7.0,,,2
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,13.4,,34.4,,,,западный,9.0,,,3
1589630400,"Суббота, 16 мая
12:00 (UTC)",,11.0,,,,,,,,,,,10,741.0,,,,,15.0,,31.2,,,,юго-западный,7.0,,,4
1589641200,"Суббота, 16 мая
15:00 (UTC)",,13.0,,менее 0.1,,,,,,,,,10,740.0,,,,,13.4,,40.1,,,True,юго-западный,7.0,,,4
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,741.0,,,,,10.4,,50.3,,,True,юго-западный,6.0,,15.4,2
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,8.5,,59.6,,,,юго-западный,0.0,,,2
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,7.5,,64.3,,,,юго-западный,6.0,,,2
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,743.0,,,,,7.7,,68.1,,5.3,,юго-западный,2.0,,,2
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,,,0,,,,,,,,,10,743.0,,,,,12.7,,49.5,,5.3,,юго-западный,4.0,,,5
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,12.0,,,,,,,,,,,10,742.0,,,,,14.8,,39.3,,,,юго-западный,6.0,,,5
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,13.0,,,,,,,,,,,10,742.0,,,,,13.7,,39.3,,,,западный,9.0,,,4
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,10.0,,0,,,,,,,,,10,741.0,,,,,13.3,,42.7,,,,юго-западный,9.0,,,5
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,10.7,,60.2,,,,юго-западный,9.0,,15.9,1
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,9.1,,66.1,,,,южный,6.0,,,1
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,7.1,,73.6,,,,южный,2.0,,,1
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,0,,,,0,,,,,10,738.0,,,,,8.2,,69.7,,6.7,,южный,9.0,,,3
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,менее 0.1,,,,,,,,,10,737.0,,,,,11.3,,63.8,,6.7,True,юго-западный,6.0,,,4
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,11.0,,,,,,,,,,,10,736.0,,,,,15.1,,41.1,,,,юго-западный,7.0,,,6
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,14.0,,,,,,,,,True,,4,736.0,,,,,9.3,,86.7,,,,юго-западный,10.0,,,5
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,17.0,,3,,,True,,,,,,10,737.0,,,,,7.0,,82.3,,,,западный,7.0,,,3
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,3,,,,,,,,,10,738.0,,,,,5.2,,82.7,,,True,западный,4.0,,15.1,3
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,2.8,,94.5,,,,западный,2.0,,,2
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,2.5,,93.1,,,,западный,2.0,,,2
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,0,,,,3,,,,,10,740.0,,,,,3.0,,86.7,,1.5,,западный,1.0,,,3
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,8.3,,65.4,,1.9,,западный,2.0,,,4
1589878800,"Вторник, 19 мая
09:00 (UTC)",,11.0,,,,,,,,,,,10,741.0,,,,,10.1,,50.2,,,,западный,6.0,,,4
1589889600,"Вторник, 19 мая
12:00 (UTC)",,10.0,,,,,,,,,,,10,741.0,,,,,12.0,,39.6,,,,западный,6.0,,,3
1589900400,"Вторник, 19 мая
15:00 (UTC)",,,,0,,,,,,,,,10,740.0,,,,,13.4,,29.8,,,,западный,4.0,,,4
1589911200,"Вторник, 19 мая
18:00 (UTC)",,,,0,,,,,,,,,10,740.0,,,,,8.2,,53.4,,,,юго-западный,4.0,,13.7,2
1589922000,"Вторник, 19 мая
21:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,5.7,,73.8,,,,,6.0,,,0
1589932800,"Среда, 20 мая
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,5.1,,78.1,,,,,7.0,,,0
1589943600,"Среда, 20 мая
03:00 (UTC)",,,,0,,,,0,,,,,10,738.0,,,,,6.1,,79.4,,4.5,,,6.0,,,0
1589954400,"Среда, 20 мая
06:00 (UTC)",,,,0,,,,,,,,,10,737.0,,,,,11.4,,55.9,,4.5,,северный,4.0,,,1
1589965200,"Среда, 20 мая
09:00 (UTC)",,,,,,,,,,,,,10,737.0,,,,,13.6,,34.7,,,,восточный,7.0,,,1
1589976000,"Среда, 20 мая
12:00 (UTC)",,,,,,,,,,,,,10,736.0,,,,,14.7,,26.6,,,,северо-западный,9.0,,,1
1589986800,"Среда, 20 мая
15:00 (UTC)",,,,0,,,,,,,,,10,736.0,,,,,14.1,,33.1,,,,западный,9.0,,,2
1589997600,"Среда, 20 мая
18:00 (UTC)",,,,менее 0.1,,,,,,,,,10,737.0,,,,,8.7,,73.3,,,True,западный,10.0,,16.4,2
1590008400,"Среда, 20 мая
21:00 (UTC)",,,,,,,True,,,,,,10,737.0,,,,,6.6,,98.0,,,,западный,10.0,,,1
1590019200,"Четверг, 21 мая
00:00 (UTC)",,,,,,,,,,,,,10,737.0,,,,,3.5,,98.6,,,True,западный,2.0,,,1
1590030000,"Четверг, 21 мая
03:00 (UTC)",,,,1,,,,1,,,,,10,737.0,,,,,4.4,,96.6,,3.4,True,западный,10.0,,,2
1590040800,"Четверг, 21 мая
06:00 (UTC)",,10.0,,0.3,,,,,,,True,,10,729.0,,,,,14.9,,79.6,,,,южный,10.0,,24.2,4
1590051600,"Четверг, 21 мая
09:00 (UTC)",,,,,,,,,,,,,10,738.0,,,,,8.9,,58.9,,,,западный,7.0,,,4
1590062400,"Четверг, 21 мая
12:00 (UTC)",,10.0,,,,,,,,,,,10,738.0,,,,,12.0,,35.2,,,,западный,6.0,,,3
1590073200,"Четверг, 21 мая
15:00 (UTC)",,,,менее 0.1,,,,,,,,,10,739.0,,,,,11.1,,47.6,,,,северо-западный,7.0,,,3
1590084000,"Четверг, 21 мая
18:00 (UTC)",,,,0,,,,,,,,,10,739.0,,,,,5.7,,76.5,,,,юго-западный,2.0,,12.6,1
1590094800,"Четверг, 21 мая
21:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,4.3,,85.0,,,,западный,0.0,,,2
1590105600,"Пятница, 22 мая
00:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,2.0,,95.8,,,,западный,0.0,,,2
1590116400,"Пятница, 22 мая
03:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,740.0,,,,,2.4,,95.8,,1.0,,юго-западный,0.0,,,2
1590127200,"Пятница, 22 мая
06:00 (UTC)",,,,0,,,,,,,,,10,740.0,,,,,8.9,,66.5,,1.0,,западный,6.0,,,2
1590138000,"Пятница, 22 мая
09:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,10.9,,55.7,,,,западный,7.0,,,3
1590148800,"Пятница, 22 мая
12:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,11.0,,56.1,,,,северо-западный,7.0,,,2
1590159600,"Пятница, 22 мая
15:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,10.9,,54.9,,,,северный,6.0,,,1
1590170400,"Пятница, 22 мая
18:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,7.3,,73.6,,,,северный,4.0,,12.7,1
1590181200,"Пятница, 22 мая
21:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,5.5,,90.1,,,,северо-восточный,2.0,,,2
1590192000,"Суббота, 23 мая
00:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,4.9,,91.3,,,,северный,6.0,,,2
1590202800,"Суббота, 23 мая
03:00 (UTC)",,,,0,,,,0,,,,,10,744.0,,,,,4.5,,92.6,,4.1,,северный,7.0,,,2
1590213600,"Суббота, 23 мая
06:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,6.8,,76.2,,4.1,,северный,7.0,,,2
1590224400,"Суббота, 23 мая
09:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,10.0,,58.3,,,,северный,6.0,,,2
1590235200,"Суббота, 23 мая
12:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,10.4,,58.4,,,,северный,9.0,,,2
1590246000,"Суббота, 23 мая
15:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,10.7,,57.3,,,,северный,6.0,,,3
1590256800,"Суббота, 23 мая
18:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,7.6,,69.1,,,,северный,4.0,,11.8,1
1590267600,"Суббота, 23 мая
21:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,4.6,,84.4,,,,северо-восточный,2.0,,,1
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,2.1,,98.6,,,,юго-западный,2.0,,,1
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,,,0,,,,0,,True,,,2,745.0,,,,,2.6,,91.1,,1.5,,юго-западный,9.0,,,1
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,8.7,,80.3,,1.5,,западный,7.0,,,2
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,10.8,,60.2,,,,,9.0,,,0
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,11.6,,55.5,,,,западный,10.0,,,2
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,11.5,,55.5,,,,западный,9.0,,,1
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,9.8,,65.3,,,,северо-западный,7.0,,12.2,1
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,5.6,,90.1,,,,,4.0,,,0
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,3.2,,100.0,,,,северный,2.0,,,1
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,,,0,,,,0,,,,,10,748.0,,,,,6.2,,93.3,,2.5,,,4.0,,,0
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,,,0,,,,,,,,,10,749.0,,,,,14.3,,49.2,,2.5,,юго-западный,2.0,,,3
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,,,,,,,,,,,,10,749.0,,,,,17.2,,35.5,,,,юго-западный,6.0,,,2
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,,,,,,,,,,,,10,749.0,,,,,17.6,,33.4,,,,юго-западный,7.0,,,3
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,17.8,,33.7,,,,юго-западный,9.0,,,2
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,13.9,,49.1,,,,южный,2.0,,19.3,1
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,,,,,,,,,,,,10,752.0,,,,,7.6,,83.0,,,,северо-восточный,0.0,,,1
1590451200,"Вторник, 26 мая
00:00 (UTC)",,,,,,,,,,,,,10,752.0,,,,,5.6,,94.6,,,,северо-восточный,0.0,,,1
1590462000,"Вторник, 26 мая
03:00 (UTC)",,,,0,,,,0,,,,,10,752.0,,,,,6.2,,92.0,,5.0,,северо-восточный,9.0,,,1
1590472800,"Вторник, 26 мая
06:00 (UTC)",,,,0,,,,,,,,,10,752.0,,,,,12.6,,67.3,,5.0,,северо-восточный,10.0,,,1
1590483600,"Вторник, 26 мая
09:00 (UTC)",,,,,,,,,,,,,10,753.0,,,,,16.3,,53.0,,,,северный,10.0,,,1
1590494400,"Вторник, 26 мая
12:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,15.5,,56.5,,,,северный,10.0,,,3
1590505200,"Вторник, 26 мая
15:00 (UTC)",,,,1,,,,,,,,,10,751.0,,,,,14.3,,64.1,,,True,северный,10.0,,,2
1590516000,"Вторник, 26 мая
18:00 (UTC)",,,,1,,,,,,,,,10,751.0,,,,,12.2,,71.5,,,True,северо-восточный,10.0,,16.7,1
1590526800,"Вторник, 26 мая
21:00 (UTC)",,,,,,,,,,,True,,10,751.0,,,,,10.2,,88.0,,,,северо-восточный,10.0,,,1
1590537600,"Среда, 27 мая
00:00 (UTC)",,,,,,,,,,,True,,10,750.0,,,,,9.4,,98.7,,,,северный,10.0,,,1
1590548400,"Среда, 27 мая
03:00 (UTC)",,,,2,,,,3,,,,,10,750.0,,,,,9.4,,96.7,,8.9,True,северный,10.0,,,1
1590559200,"Среда, 27 мая
06:00 (UTC)",,,,2,,,,,,,,,10,750.0,,,,,11.6,,84.6,,8.9,True,северо-восточный,7.0,,,1
1590570000,"Среда, 27 мая
09:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,15.4,,55.7,,,,северный,7.0,,,1
1590580800,"Среда, 27 мая
12:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,15.0,,58.4,,,,южный,9.0,,,1
1590591600,"Среда, 27 мая
15:00 (UTC)",,,,0,,,,,,,,,10,749.0,,,,,17.1,,51.0,,,,южный,6.0,,,1
1590602400,"Среда, 27 мая
18:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,11.7,,77.0,,,,,4.0,,17.6,0
1590613200,"Среда, 27 мая
21:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,9.8,,85.0,,,,,7.0,,,0
1590624000,"Четверг, 28 мая
00:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,7.1,,98.6,,,,,0.0,,,0
1590634800,"Четверг, 28 мая
03:00 (UTC)",,,,0,,,,0,,,,,10,750.0,,,,,9.4,,92.2,,5.9,,восточный,0.0,,,1
1590645600,"Четверг, 28 мая
06:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,16.2,,57.1,,5.9,,юго-восточный,6.0,,,2
1590656400,"Четверг, 28 мая
09:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,17.1,,55.8,,,,южный,7.0,,,2
1590667200,"Четверг, 28 мая
12:00 (UTC)",,,,,,,,,,,,,10,749.0,,,,,18.5,,45.1,,,,южный,7.0,,,2
1590678000,"Четверг, 28 мая
15:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,17.2,,52.1,,,,южный,9.0,,,2
1590688800,"Четверг, 28 мая
18:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,15.2,,64.3,,,,восточный,9.0,,18.8,1
1590699600,"Четверг, 28 мая
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,12.6,,79.8,,,True,северо-восточный,9.0,,,2
1590710400,"Пятница, 29 мая
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,13.8,,70.8,,,True,северо-восточный,7.0,,,3
1590721200,"Пятница, 29 мая
03:00 (UTC)",,,,1,,,,1,,,True,,4,744.0,,,,,12.7,,90.6,,12.4,,северо-восточный,10.0,,,2
1590732000,"Пятница, 29 мая
06:00 (UTC)",,,,8,,,,,,,True,,4,743.0,,,,,14.2,,98.1,,12.4,,восточный,10.0,,,2
1590742800,"Пятница, 29 мая
09:00 (UTC)",,,,,,,,,,,,,4,743.0,,,,,15.8,,97.5,,,True,северо-восточный,10.0,,,1
1590753600,"Пятница, 29 мая
12:00 (UTC)",,,,,,,True,,,,,,10,743.0,,,,,17.6,,94.5,,,,северный,10.0,,,1
1590764400,"Пятница, 29 мая
15:00 (UTC)",,,,10,,,,,,,,,10,742.0,,,,,19.9,,75.8,,,,северо-восточный,9.0,,,3
1590775200,"Пятница, 29 мая
18:00 (UTC)",,,,3,,,,,,,,,10,741.0,,,,True,17.7,,84.2,,,,северо-восточный,10.0,,20.0,2
1590786000,"Пятница, 29 мая
21:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,15.5,,93.8,,,True,северный,6.0,,,4
1590796800,"Суббота, 30 мая
00:00 (UTC)",,11.0,,,,,,,,,,,10,741.0,,,,,14.1,,96.2,,,True,северо-восточный,2.0,,,3
1590807600,"Суббота, 30 мая
03:00 (UTC)",,,,менее 0.1,,,,10,,,,,10,740.0,,,,,14.1,,93.1,,13.7,,северо-восточный,4.0,,,3
1590818400,"Суббота, 30 мая
06:00 (UTC)",,,,0,,,,,,,,,10,739.0,,,,,20.2,,64.5,,13.7,,северо-восточный,6.0,,,3
1590829200,"Суббота, 30 мая
09:00 (UTC)",,10.0,,,,,,,,,,,10,738.0,,,,,24.2,,51.6,,,,северо-восточный,9.0,,,5
1590840000,"Суббота, 30 мая
12:00 (UTC)",,12.0,,,,,,,,,,,10,736.0,,,,,24.6,,37.9,,,,северо-восточный,10.0,,,4
1590850800,"Суббота, 30 мая
15:00 (UTC)",,11.0,,менее 0.1,,,,,,,True,,10,737.0,,,,,18.9,,73.2,,,,южный,10.0,,,4
1590861600,"Суббота, 30 мая
18:00 (UTC)",,,,3,,,,,,,True,,10,738.0,,,,,15.5,,97.5,,,,,10.0,,25.5,0
1590872400,"Суббота, 30 мая
21:00 (UTC)",,,,,,,,,True,,,,10,739.0,,,,,14.5,,94.3,,,,южный,7.0,,,2
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,,,,,,,,,,,,10,738.0,,,,,11.9,,91.7,,,True,юго-восточный,2.0,,,1
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,,,4,,,,4,,,,,10,738.0,,,,,12.7,,90.6,,11.6,,,9.0,,,0
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,,,1,,,,,,,,,10,737.0,,,,,17.2,,79.4,,11.6,,юго-западный,9.0,,,2
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",True,,,,,,,,,,,,10,737.0,,,,,16.3,,69.4,,,,западный,9.0,,,3
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,,,,,,,,,,,,4,737.0,,,,,13.1,True,95.5,,,,северный,10.0,,,2
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,10.0,,15,,,,,,,True,,4,738.0,,,,,10.7,,91.1,,,,северный,10.0,,,3
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,11.0,,17,,,,,,,True,,10,739.0,,,,,9.4,,96.0,,,,северный,10.0,,18.9,4
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,10.0,,,,,,,,,,,10,739.0,,,,,9.2,,93.5,,,True,северный,7.0,,,2
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,,,,,True,,10,738.0,,,,,8.6,,94.7,,,,северный,9.0,,,2
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,4,,,,19,,,True,,10,738.0,,,,,8.1,,97.3,,8.0,,северный,10.0,,,2
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,3,,,True,,,,,,10,739.0,,,,,9.2,,91.6,,8.0,,северо-восточный,9.0,,,3
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,True,,10,739.0,,,,,9.3,,91.6,,,,северо-восточный,10.0,,,3
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,9.8,,89.8,,,True,северо-восточный,9.0,,,4
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,10.0,,2,,,,,,,,,10,740.0,,,,,9.6,,89.1,,,,северо-восточный,9.0,,,4
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,10.0,,1,,,,,,,,,10,740.0,,,,,9.4,,93.5,,,,северо-восточный,9.0,,10.4,4
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,True,,,4,740.0,,,,,9.7,,95.4,,,,северо-восточный,10.0,,,3
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,True,,10,739.0,,,,,9.5,,98.0,,,,северо-восточный,10.0,,,3
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,4,,,True,6,,,,,10,739.0,,,,,9.8,,97.4,,9.2,,северо-восточный,10.0,,,2
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,4,,,,,,True,,,4,739.0,,,,,10.4,,98.7,,9.2,,северо-восточный,10.0,,,3
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,True,,,4,740.0,,,,,12.5,,93.6,,,,северо-восточный,10.0,,,3
1591099200,"Вторник, 2 июня
12:00 (UTC)",,10.0,,,,,,,,,,,10,739.0,,,,True,12.3,,98.7,,,,северо-восточный,9.0,,,5
1591110000,"Вторник, 2 июня
15:00 (UTC)",,10.0,,9,,,,,,,,,10,740.0,,,,,12.3,,91.2,,,True,северо-восточный,9.0,,,4
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,9,,,,,,,,,10,740.0,,,,,11.7,,93.6,,,True,северо-восточный,9.0,,13.1,3
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,11.5,,98.7,,,,северо-восточный,10.0,,,2
1591142400,"Среда, 3 июня
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,11.5,,100.0,,,,северо-восточный,10.0,,,2
1591153200,"Среда, 3 июня
03:00 (UTC)",,,,6,,,True,15,,,,,10,738.0,,,,,12.3,,100.0,,11.2,,северо-восточный,10.0,,,2
1591164000,"Среда, 3 июня
06:00 (UTC)",,,,8,,,,,,,True,,4,738.0,,,,,12.4,,99.3,,11.2,,северо-восточный,10.0,,,2
1591174800,"Среда, 3 июня
09:00 (UTC)",,,,,,,True,,,,,,10,738.0,,,,,14.4,,96.8,,,,северо-восточный,10.0,,,2
1591185600,"Среда, 3 июня
12:00 (UTC)",,,,,,,,,,,True,,4,738.0,,,,,15.1,,96.8,,,,северо-восточный,10.0,,,2
1591196400,"Среда, 3 июня
15:00 (UTC)",,,,8,,,,,,,,,10,737.0,,,,,15.0,,87.8,,,True,северо-восточный,10.0,,,1
1591207200,"Среда, 3 июня
18:00 (UTC)",,,,8,,,,,,,True,,10,736.0,,,,,12.5,,98.1,,,,,10.0,,16.3,0
1591218000,"Среда, 3 июня
21:00 (UTC)",,,,,,,,,,,True,,10,735.0,,,,,11.6,,99.3,,,,северо-западный,10.0,,,1
1591228800,"Четверг, 4 июня
00:00 (UTC)",,,,,,,,,,,,,1,734.0,,True,,,11.1,,100.0,,,,южный,,,,2
1591239600,"Четверг, 4 июня
03:00 (UTC)",,,,9,,,,17,,True,,,2,735.0,,,,,12.6,,98.7,,11.0,,южный,10.0,,,2
1591250400,"Четверг, 4 июня
06:00 (UTC)",,,,7,,,,,,,,,10,735.0,,,,,14.6,,81.1,,11.0,True,юго-западный,9.0,,,4
1591261200,"Четверг, 4 июня
09:00 (UTC)",,,,,,,,,,,,,10,735.0,,,,,19.5,,59.5,,,,южный,6.0,,,1
1591272000,"Четверг, 4 июня
12:00 (UTC)",,13.0,,,,,,,,,,,10,736.0,,,,,15.9,,79.2,,,,южный,9.0,True,,3
1591282800,"Четверг, 4 июня
15:00 (UTC)",,11.0,,2,,,,,,,,,10,736.0,,,,,15.7,,72.1,,,,юго-западный,4.0,,,3
1591293600,"Четверг, 4 июня
18:00 (UTC)",,10.0,,2,,,,,,,,,10,738.0,,,,,14.4,,73.4,,,,южный,2.0,,19.8,3
1591304400,"Четверг, 4 июня
21:00 (UTC)",,,,,,,,,,,,,10,738.0,,,,,10.6,,91.0,,,,юго-восточный,0.0,,,1
1591315200,"Пятница, 5 июня
00:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,11.0,,86.9,,,,юго-восточный,7.0,,,2
1591326000,"Пятница, 5 июня
03:00 (UTC)",,,,0,,,,2,,,,,10,740.0,,,,,10.7,,83.4,,10.2,,юго-восточный,6.0,,,2
1591336800,"Пятница, 5 июня
06:00 (UTC)",,,,0,,,,,,,,,10,740.0,,,,,15.7,,70.7,,10.2,,юго-восточный,7.0,,,3
1591347600,"Пятница, 5 июня
09:00 (UTC)",,10.0,,,,,,,,,,,10,740.0,,,,,17.4,,64.7,,,,южный,9.0,,,4
1591358400,"Пятница, 5 июня
12:00 (UTC)",,15.0,,,,,,,,,True,,4,740.0,,,,,12.5,,84.7,,,,южный,10.0,,,4
1591369200,"Пятница, 5 июня
15:00 (UTC)",,10.0,,4,,,,,,,,,10,740.0,,,,,14.2,,82.7,,,True,южный,6.0,,,3
1591380000,"Пятница, 5 июня
18:00 (UTC)",,,,4,,,,,,,,,10,740.0,,,,,12.1,,93.6,,,True,,4.0,,17.7,0
1591390800,"Пятница, 5 июня
21:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,9.9,,99.3,,,,юго-восточный,2.0,,,1
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,True,,,2,741.0,,,,,9.0,,98.7,,,,юго-восточный,2.0,,,1
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,0,,,,4,,,,True,1,742.0,,,,,11.3,,98.7,,8.1,,юго-восточный,,,,2
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,0,,,,,,,,True,1,742.0,,,,,13.7,,100.0,,8.1,,юго-восточный,,,,2
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,True,,,,,,,10,742.0,,,,,19.0,,77.1,,,,юго-восточный,9.0,,,3
